Period,ticker,annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
2007-01-01_2009-01-01,CW,1.5014,22.1079,0.0213,0.0345,-27.7244
2008-01-01_2010-01-01,CW,-10.1211,26.1112,-0.3802,-0.3791,-34.4839
2009-01-01_2011-01-01,CW,-11.8798,17.3902,-0.7778,-0.7855,-35.2233
2010-01-01_2012-01-01,CW,6.0587,16.3114,0.2146,0.2696,-11.212
2011-01-01_2013-01-01,CW,10.5074,16.8553,0.44,0.4233,-13.6829
2012-01-01_2014-01-01,CW,-6.3562,7.6194,-1.1832,-0.7419,-18.7978
2013-01-01_2015-01-01,CW,11.0326,16.5518,0.4712,0.5682,-30.6724
2014-01-01_2016-01-01,CW,-6.6376,11.9638,-0.7441,-0.7216,-27.087
2015-01-01_2017-01-01,CW,-4.8081,11.2819,-0.6353,-0.4082,-24.0423
2016-01-01_2018-01-01,CW,-1.9218,8.9278,-0.5172,-0.261,-12.9659
2017-01-01_2019-01-01,CW,12.8855,14.0845,0.6385,0.6263,-18.4896
2018-01-01_2020-01-01,CW,-1.1799,12.2862,-0.2924,-0.2512,-13.4256
2019-01-01_2021-01-01,CW,-18.2975,24.1954,-0.7953,-0.6192,-52.6838
2020-01-01_2022-01-01,CW,-28.938,19.3374,-1.7116,-1.081,-58.8618
2021-01-01_2023-01-01,CW,-4.7056,11.0809,-0.6402,-0.4471,-20.0766
2022-01-01_2024-01-01,CW,-9.8245,10.8009,-1.1337,-0.8439,-28.4457
Average,CW,-4.1137,14.8641,-0.469,-0.3096,-25.9076
2004-01-01_2006-01-01,PHX,-29.424,22.0002,-1.5101,-0.9853,-59.9018
2005-01-01_2007-01-01,PHX,-31.6442,22.8917,-1.5709,-1.0433,-61.65
2006-01-01_2008-01-01,PHX,-16.419,16.5652,-1.1201,-0.9131,-38.2319
2007-01-01_2009-01-01,PHX,1.1756,32.4211,0.0844,0.0817,-34.5785
2008-01-01_2010-01-01,PHX,-21.9852,55.5574,-0.2114,-0.2102,-66.3979
2009-01-01_2011-01-01,PHX,-23.9207,33.6141,-0.6935,-0.62,-61.4498
2010-01-01_2012-01-01,PHX,-11.1204,27.7454,-0.3805,-0.2948,-33.7745
2011-01-01_2013-01-01,PHX,-10.1585,23.2318,-0.458,-0.4277,-31.5406
2012-01-01_2014-01-01,PHX,-5.5244,21.3725,-0.2978,-0.2769,-31.5597
2013-01-01_2015-01-01,PHX,0.5166,17.6647,-0.0717,-0.0364,-18.6253
2014-01-01_2016-01-01,PHX,3.3754,24.0068,0.1074,0.1081,-32.9335
2015-01-01_2017-01-01,PHX,-11.6165,25.5586,-0.4548,-0.4779,-38.025
2016-01-01_2018-01-01,PHX,-11.2999,21.4603,-0.5673,-0.4698,-32.5941
2017-01-01_2019-01-01,PHX,-4.3063,23.2735,-0.2049,-0.2191,-37.6163
2018-01-01_2020-01-01,PHX,4.4473,19.1125,0.1336,0.176,-20.2627
2019-01-01_2021-01-01,PHX,36.3083,19.1713,1.423,1.3985,-10.1277
2020-01-01_2022-01-01,PHX,2.2031,38.2258,0.1457,0.1352,-43.8199
2021-01-01_2023-01-01,PHX,-10.9911,32.4944,-0.2808,-0.2739,-47.6954
2022-01-01_2024-01-01,PHX,-5.3834,21.8783,-0.2793,-0.2231,-31.0446
Average,PHX,-7.672,26.2234,-0.3267,-0.2406,-38.5173
2004-01-01_2006-01-01,CAT,-15.0275,10.4859,-1.6962,-1.4953,-35.3997
2005-01-01_2007-01-01,CAT,-0.6555,16.8243,-0.1479,-0.1311,-33.2449
2006-01-01_2008-01-01,CAT,2.8967,15.1347,0.0342,0.0722,-14.8011
2007-01-01_2009-01-01,CAT,15.2025,17.3869,0.6532,0.8007,-10.567
2008-01-01_2010-01-01,CAT,-1.0805,24.3917,-0.0574,-0.0323,-48.0397
2009-01-01_2011-01-01,CAT,-19.3814,21.1555,-0.9965,-0.6798,-52.4273
2010-01-01_2012-01-01,CAT,-5.3359,16.6646,-0.4201,-0.3923,-22.4068
2011-01-01_2013-01-01,CAT,1.2334,17.3593,-0.038,-0.0175,-23.0174
2012-01-01_2014-01-01,CAT,-8.2393,11.1232,-0.9527,-0.887,-25.626
2013-01-01_2015-01-01,CAT,-8.719,8.4439,-1.3412,-1.066,-22.581
2014-01-01_2016-01-01,CAT,1.6371,13.9672,-0.0557,-0.0312,-13.1666
2015-01-01_2017-01-01,CAT,-2.3319,13.9921,-0.3195,-0.2921,-23.4006
2016-01-01_2018-01-01,CAT,-6.8555,6.9968,-1.3647,-0.4632,-16.2906
2017-01-01_2019-01-01,CAT,-6.428,16.7501,-0.4815,-0.4199,-27.7132
2018-01-01_2020-01-01,CAT,-20.067,17.8251,-1.2624,-1.1913,-42.7748
2019-01-01_2021-01-01,CAT,-6.8362,17.8306,-0.4658,-0.4359,-29.4217
2020-01-01_2022-01-01,CAT,18.6244,21.543,0.6886,0.8675,-25.1119
2021-01-01_2023-01-01,CAT,-17.5123,17.8366,-1.0971,-1.0139,-42.2202
2022-01-01_2024-01-01,CAT,-11.695,17.8022,-0.7446,-0.6398,-30.5764
Average,CAT,-4.7669,15.9744,-0.5298,-0.392,-28.3572
2004-01-01_2006-01-01,SRL,-11.3286,19.3251,-0.6508,-0.4313,-39.4521
2005-01-01_2007-01-01,SRL,-7.4863,13.2698,-0.7215,-0.3187,-24.98
2006-01-01_2008-01-01,SRL,-5.5839,14.6306,-0.5152,-0.2855,-19.0834
2007-01-01_2009-01-01,SRL,17.9852,29.3456,0.5493,0.6695,-20.4433
2008-01-01_2010-01-01,SRL,7.5475,33.5548,0.2628,0.2825,-43.1805
2009-01-01_2011-01-01,SRL,-12.1426,24.5112,-0.5038,-0.3339,-45.7153
2010-01-01_2012-01-01,SRL,4.3514,21.5108,0.1339,0.1776,-25.1074
2011-01-01_2013-01-01,SRL,-0.6414,15.6759,-0.1681,-0.1219,-14.68
2012-01-01_2014-01-01,SRL,-2.8691,13.9681,-0.3566,-0.2724,-19.7518
2013-01-01_2015-01-01,SRL,-7.6135,17.2218,-0.5312,-0.402,-24.2146
2014-01-01_2016-01-01,SRL,19.4125,23.2113,0.6805,0.713,-24.4228
2015-01-01_2017-01-01,SRL,0.0639,29.0668,0.0272,0.0422,-33.03
2016-01-01_2018-01-01,SRL,-0.8289,25.2492,-0.0398,-0.0224,-30.0386
2017-01-01_2019-01-01,SRL,10.2746,18.0272,0.4119,0.3782,-15.9145
2018-01-01_2020-01-01,SRL,-7.9376,22.6122,-0.3712,-0.2001,-36.9203
2019-01-01_2021-01-01,SRL,21.3353,22.9943,0.7488,0.7547,-21.9953
2020-01-01_2022-01-01,SRL,18.4684,19.8623,0.7239,0.7139,-23.4185
2021-01-01_2023-01-01,SRL,-14.8835,22.1095,-0.7171,-0.5766,-52.94
2022-01-01_2024-01-01,SRL,-7.8646,28.2618,-0.2461,-0.1763,-35.7854
Average,SRL,1.0662,21.811,-0.0675,0.0311,-29.0039
2004-01-01_2006-01-01,CZFS,2.6578,11.1594,-0.0155,0.015,-10.3432
2005-01-01_2007-01-01,CZFS,-2.021,17.7939,-0.2025,-0.1027,-17.5964
2006-01-01_2008-01-01,CZFS,-7.0325,20.4205,-0.3923,-0.2157,-29.7899
2007-01-01_2009-01-01,CZFS,-2.3949,20.169,-0.1752,-0.0906,-19.7393
2008-01-01_2010-01-01,CZFS,-2.633,20.1934,-0.1875,-0.0984,-18.4297
2009-01-01_2011-01-01,CZFS,-5.6469,10.7843,-0.7463,-0.2264,-15.0355
2010-01-01_2012-01-01,CZFS,-1.8243,16.8015,-0.2138,-0.1176,-18.7881
2011-01-01_2013-01-01,CZFS,-0.7117,8.7343,-0.4003,-0.1777,-10.2091
2012-01-01_2014-01-01,CZFS,-3.1197,8.8997,-0.6473,-0.2634,-14.9544
2013-01-01_2015-01-01,CZFS,-3.5325,7.6142,-0.8218,-0.3221,-9.4194
2014-01-01_2016-01-01,CZFS,-0.6528,7.7967,-0.4506,-0.2555,-8.7739
2015-01-01_2017-01-01,CZFS,-5.6559,7.7921,-1.0664,-0.4956,-16.0871
2016-01-01_2018-01-01,CZFS,-5.1755,5.2099,-1.5341,-0.4155,-12.6826
2017-01-01_2019-01-01,CZFS,0.8366,5.1272,-0.4472,-0.2035,-8.5969
2018-01-01_2020-01-01,CZFS,0.618,6.5188,-0.371,-0.1966,-5.9722
2019-01-01_2021-01-01,CZFS,3.6529,13.6459,0.0728,0.0881,-20.9626
2020-01-01_2022-01-01,CZFS,-1.3547,9.6387,-0.4166,-0.197,-9.6056
2021-01-01_2023-01-01,CZFS,-1.6653,9.4133,-0.4608,-0.2413,-10.5771
2022-01-01_2024-01-01,CZFS,-4.6985,15.3052,-0.4289,-0.2857,-32.3499
Average,CZFS,-2.1239,11.7378,-0.4687,-0.2001,-15.2586
2004-01-01_2006-01-01,BELFA,-3.0116,22.0094,-0.1719,-0.1529,-33.505
2005-01-01_2007-01-01,BELFA,-14.6358,22.0247,-0.7088,-0.6202,-43.0636
2006-01-01_2008-01-01,BELFA,-17.1138,24.1323,-0.731,-0.4012,-47.7625
2007-01-01_2009-01-01,BELFA,14.9189,29.4198,0.4671,0.4603,-18.4905
2008-01-01_2010-01-01,BELFA,2.7453,34.4859,0.1429,0.1166,-38.1118
2009-01-01_2011-01-01,BELFA,-19.3127,25.4215,-0.7886,-0.3358,-51.9794
2010-01-01_2012-01-01,BELFA,-0.3799,30.2888,0.0245,0.0281,-34.1334
2011-01-01_2013-01-01,BELFA,-0.9759,23.7888,-0.0616,-0.0321,-18.294
2012-01-01_2014-01-01,BELFA,-2.8268,16.4914,-0.2771,-0.1411,-16.1248
2013-01-01_2015-01-01,BELFA,-7.5331,24.3795,-0.3163,-0.2408,-45.5482
2014-01-01_2016-01-01,BELFA,-11.937,23.5059,-0.5276,-0.3859,-42.7712
2015-01-01_2017-01-01,BELFA,2.0029,21.0564,0.0341,0.0406,-24.9661
2016-01-01_2018-01-01,BELFA,0.7743,21.7868,-0.0131,0.0033,-27.1093
2017-01-01_2019-01-01,BELFA,13.8042,25.5634,0.4644,0.3364,-27.2637
2018-01-01_2020-01-01,BELFA,8.2628,37.6283,0.2875,0.2489,-35.5642
2019-01-01_2021-01-01,BELFA,6.0066,37.2532,0.2321,0.2131,-36.6444
2020-01-01_2022-01-01,BELFA,-5.0372,43.5894,0.0193,0.0253,-45.9228
2021-01-01_2023-01-01,BELFA,-5.0876,25.0629,-0.2015,-0.1073,-23.6357
2022-01-01_2024-01-01,BELFA,-6.2948,22.1722,-0.3109,-0.1858,-30.1136
Average,BELFA,-2.4017,26.8453,-0.1282,-0.0595,-33.7371
2004-01-01_2006-01-01,SKY,-9.9972,14.2635,-0.8426,-0.6798,-30.5033
2005-01-01_2007-01-01,SKY,-12.9206,15.5744,-0.9566,-0.8186,-35.9435
2006-01-01_2008-01-01,SKY,-0.8639,21.7318,-0.0813,-0.047,-24.0781
2007-01-01_2009-01-01,SKY,-9.299,36.6615,-0.1616,-0.13,-34.392
2008-01-01_2010-01-01,SKY,-10.4976,39.9785,-0.1495,-0.138,-50.01
2009-01-01_2011-01-01,SKY,-29.5163,27.8247,-1.1516,-0.9878,-59.9033
2010-01-01_2012-01-01,SKY,5.0591,34.5101,0.1992,0.2569,-52.3986
2011-01-01_2013-01-01,SKY,-1.9866,27.4005,-0.0578,-0.0413,-33.6362
2012-01-01_2014-01-01,SKY,-4.0537,25.6777,-0.1548,-0.1436,-32.7203
2013-01-01_2015-01-01,SKY,-4.7331,24.1,-0.2048,-0.1488,-34.6104
2014-01-01_2016-01-01,SKY,-17.1121,40.3472,-0.3049,-0.2224,-62.0962
2015-01-01_2017-01-01,SKY,-40.9805,37.692,-1.1919,-0.6264,-73.1647
2016-01-01_2018-01-01,SKY,-9.5549,28.5916,-0.3079,-0.2589,-52.4369
2017-01-01_2019-01-01,SKY,71.0143,54.0479,1.0919,1.9393,-47.388
2018-01-01_2020-01-01,SKY,-1.3308,21.6932,-0.1049,-0.0697,-30.8337
2019-01-01_2021-01-01,SKY,-7.6457,23.5943,-0.3406,-0.2608,-49.498
2020-01-01_2022-01-01,SKY,-21.7053,30.0,-0.72,-0.4697,-60.608
2021-01-01_2023-01-01,SKY,-7.165,34.5227,-0.1311,-0.1076,-44.8157
2022-01-01_2024-01-01,SKY,-8.8416,27.8001,-0.2961,-0.2683,-36.9107
Average,SKY,-6.4279,29.7901,-0.3088,-0.1696,-44.5236
2004-01-01_2006-01-01,FEIM,-8.2931,18.9499,-0.5036,-0.3908,-34.4572
2005-01-01_2007-01-01,FEIM,-14.1545,21.9596,-0.6892,-0.6955,-41.9193
2006-01-01_2008-01-01,FEIM,1.5657,23.7263,0.036,0.0562,-20.9665
2007-01-01_2009-01-01,FEIM,20.0051,20.0825,0.7785,0.8325,-16.4141
2008-01-01_2010-01-01,FEIM,-46.3749,54.4892,-0.8377,-0.3876,-79.533
2009-01-01_2011-01-01,FEIM,-18.2848,25.7661,-0.7296,-0.4397,-50.0307
2010-01-01_2012-01-01,FEIM,-4.533,19.7239,-0.2884,-0.2114,-36.805
2011-01-01_2013-01-01,FEIM,-9.1378,22.5616,-0.4307,-0.3616,-30.2941
2012-01-01_2014-01-01,FEIM,-12.3525,16.9141,-0.833,-0.5464,-34.771
2013-01-01_2015-01-01,FEIM,-10.0548,17.4791,-0.6635,-0.4616,-26.8984
2014-01-01_2016-01-01,FEIM,-0.2774,20.2359,-0.0765,-0.0524,-24.3601
2015-01-01_2017-01-01,FEIM,-2.7572,19.6685,-0.2021,-0.1672,-29.9634
2016-01-01_2018-01-01,FEIM,-3.2279,17.4357,-0.2758,-0.1929,-25.9875
2017-01-01_2019-01-01,FEIM,0.9399,15.0523,-0.0842,-0.0476,-14.9908
2018-01-01_2020-01-01,FEIM,-0.0252,26.7407,0.0024,0.0173,-32.3404
2019-01-01_2021-01-01,FEIM,-3.735,28.706,-0.0979,-0.0669,-45.5802
2020-01-01_2022-01-01,FEIM,-5.3733,26.4043,-0.1888,-0.1278,-44.8601
2021-01-01_2023-01-01,FEIM,21.0145,18.9631,0.8534,1.1065,-9.7061
2022-01-01_2024-01-01,FEIM,7.7679,22.5529,0.2703,0.2402,-20.9354
Average,FEIM,-4.5941,23.0217,-0.2084,-0.0998,-32.6744
2004-01-01_2006-01-01,CPSH,-28.4704,45.6588,-0.5231,-0.2337,-66.0826
2005-01-01_2007-01-01,CPSH,-3.8833,39.814,0.0094,0.0115,-39.9006
2006-01-01_2008-01-01,CPSH,-5.6129,47.5327,0.0484,0.033,-41.6466
2007-01-01_2009-01-01,CPSH,-10.5596,57.2243,0.0306,0.0236,-46.3689
2008-01-01_2010-01-01,CPSH,-47.696,84.6984,-0.2818,-0.1341,-84.1332
2009-01-01_2011-01-01,CPSH,-69.7772,83.0313,-0.9082,-0.4189,-95.5804
2010-01-01_2012-01-01,CPSH,-38.4361,58.1628,-0.5486,-0.3049,-71.3366
2011-01-01_2013-01-01,CPSH,-1.3404,79.6341,0.3079,0.2448,-53.7655
2012-01-01_2014-01-01,CPSH,-24.1456,77.0768,0.0105,0.008,-67.6693
2013-01-01_2015-01-01,CPSH,-12.8166,44.2185,-0.1605,-0.1339,-53.9417
2014-01-01_2016-01-01,CPSH,-23.939,32.9595,-0.7137,-0.5269,-50.6493
2015-01-01_2017-01-01,CPSH,-31.4573,46.2153,-0.6115,-0.5676,-60.9874
2016-01-01_2018-01-01,CPSH,-19.4575,38.7569,-0.4162,-0.3277,-46.967
2017-01-01_2019-01-01,CPSH,-2.6631,28.9214,-0.0598,-0.0354,-35.0322
2018-01-01_2020-01-01,CPSH,-3.7297,29.578,-0.0893,-0.0752,-32.8152
2019-01-01_2021-01-01,CPSH,-69.7084,75.0463,-1.0521,-0.5589,-95.826
2020-01-01_2022-01-01,CPSH,-16.6681,69.9008,0.082,0.0656,-85.0278
2021-01-01_2023-01-01,CPSH,4.0675,31.9574,0.1654,0.1845,-29.8141
2022-01-01_2024-01-01,CPSH,-7.8251,29.3867,-0.2294,-0.2435,-38.6111
Average,CPSH,-21.7957,52.6197,-0.26,-0.1573,-57.6924
2004-01-01_2006-01-01,REFR,-1.2893,22.9079,-0.083,-0.0496,-23.6953
2005-01-01_2007-01-01,REFR,-8.749,24.0014,-0.3725,-0.1945,-35.3844
2006-01-01_2008-01-01,REFR,-29.6586,32.5274,-0.9454,-0.6594,-65.2852
2007-01-01_2009-01-01,REFR,9.5767,31.3901,0.3168,0.2958,-45.1993
2008-01-01_2010-01-01,REFR,-5.0864,38.258,-0.0288,-0.0166,-59.9602
2009-01-01_2011-01-01,REFR,-22.6312,35.8558,-0.5814,-0.4357,-59.9591
2010-01-01_2012-01-01,REFR,2.953,26.853,0.1072,0.1119,-40.0014
2011-01-01_2013-01-01,REFR,0.9324,21.6333,-0.0064,0.0103,-23.8306
2012-01-01_2014-01-01,REFR,-3.3099,25.3762,-0.1322,-0.1003,-38.8885
2013-01-01_2015-01-01,REFR,-12.0332,17.6502,-0.7727,-0.5827,-29.88
2014-01-01_2016-01-01,REFR,-11.586,21.0197,-0.5974,-0.5721,-35.424
2015-01-01_2017-01-01,REFR,19.2766,21.1865,0.7202,0.9605,-17.2274
2016-01-01_2018-01-01,REFR,18.1668,29.2704,0.5586,0.5434,-37.9491
2017-01-01_2019-01-01,REFR,-33.8447,40.9985,-0.8202,-0.7294,-64.2276
2018-01-01_2020-01-01,REFR,-38.4923,40.702,-0.9917,-0.6853,-81.594
2019-01-01_2021-01-01,REFR,-14.7175,48.7785,-0.1384,-0.1258,-62.6957
2020-01-01_2022-01-01,REFR,15.1901,50.2717,0.4303,0.4078,-47.7637
2021-01-01_2023-01-01,REFR,-11.9464,43.3857,-0.1447,-0.0952,-46.6551
2022-01-01_2024-01-01,REFR,1.8236,29.2023,0.0869,0.0825,-37.1732
Average,REFR,-6.6013,31.6457,-0.1787,-0.0966,-44.8839
2004-01-01_2006-01-01,NTWK,2.8944,39.2866,0.1731,0.1536,-31.2737
2005-01-01_2007-01-01,NTWK,-6.2784,31.2114,-0.1462,-0.0944,-42.7502
2006-01-01_2008-01-01,NTWK,1.0675,25.1004,0.0287,0.0408,-39.5387
2007-01-01_2009-01-01,NTWK,8.8657,29.6057,0.2961,0.2928,-44.7405
2008-01-01_2010-01-01,NTWK,2.67,31.7919,0.1268,0.1098,-47.8742
2009-01-01_2011-01-01,NTWK,6.336,55.1708,0.2931,0.3606,-55.4491
