Period,ticker,total_return (%),annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
2018-01-01_2020-01-01,BIIB,-2.155,-1.144,4.143,-1.091,-1.367,-4.412
Average,BIIB,-2.155,-1.144,4.143,-1.091,-1.367,-4.412
2006-01-01_2008-01-01,RDC,0.417,0.220,9.570,-0.325,-0.342,-9.542
Average,RDC,0.417,0.220,9.570,-0.325,-0.342,-9.542
2018-01-01_2020-01-01,HAL,0.000,0.000,0.000,0.000,0.000,-0.000
Average,HAL,0.000,0.000,0.000,0.000,0.000,-0.000
2022-01-01_2024-01-01,HSY,9.709,5.049,5.892,0.078,0.669,-5.405
Average,HSY,9.709,5.049,5.892,0.078,0.669,-5.405
2004-01-01_2006-01-01,NI,0.965,0.509,5.799,-0.537,-0.564,-8.846
Average,NI,0.965,0.509,5.799,-0.537,-0.564,-8.846
2009-01-01_2011-01-01,TEG,19.704,9.967,9.113,0.479,1.165,-7.771
Average,TEG,19.704,9.967,9.113,0.479,1.165,-7.771
2007-01-01_2009-01-01,AVP,-2.401,-1.276,7.362,-0.608,-0.754,-5.979
Average,AVP,-2.401,-1.276,7.362,-0.608,-0.754,-5.979
2008-01-01_2010-01-01,BDX,-7.037,-3.774,7.752,-0.841,-0.881,-11.000
Average,BDX,-7.037,-3.774,7.752,-0.841,-0.881,-11.000
2013-01-01_2015-01-01,ICE,10.978,5.657,7.009,0.142,0.617,-4.820
Average,ICE,10.978,5.657,7.009,0.142,0.617,-4.820
2008-01-01_2010-01-01,CAG,0.903,0.475,8.893,-0.332,-0.330,-11.788
Average,CAG,0.903,0.475,8.893,-0.332,-0.330,-11.788
2012-01-01_2014-01-01,BBBY,1.452,0.764,5.235,-0.560,-0.545,-7.092
Average,BBBY,1.452,0.764,5.235,-0.560,-0.545,-7.092
2015-01-01_2017-01-01,AIV,-10.228,-5.541,6.349,-1.277,-1.570,-10.488
Average,AIV,-10.228,-5.541,6.349,-1.277,-1.570,-10.488
2022-01-01_2024-01-01,LKQ,-9.519,-5.179,4.104,-1.922,-2.181,-13.031
Average,LKQ,-9.519,-5.179,4.104,-1.922,-2.181,-13.031
2019-01-01_2021-01-01,CB,-5.795,-3.098,6.791,-0.886,-1.235,-9.461
Average,CB,-5.795,-3.098,6.791,-0.886,-1.235,-9.461
2021-01-01_2023-01-01,UAA,-9.197,-5.000,6.775,-1.125,-1.340,-10.242
Average,UAA,-9.197,-5.000,6.775,-1.125,-1.340,-10.242
2009-01-01_2011-01-01,PRU,2.608,1.369,9.022,-0.246,-0.161,-13.420
Average,PRU,2.608,1.369,9.022,-0.246,-0.161,-13.420
2015-01-01_2017-01-01,PCP,-94.803,-99.474,126.378,-0.833,-1.251,-94.846
Average,PCP,-94.803,-99.474,126.378,-0.833,-1.251,-94.846
2015-01-01_2017-01-01,PFE,3.875,2.029,3.459,-0.573,-0.361,-2.918
Average,PFE,3.875,2.029,3.459,-0.573,-0.361,-2.918
2012-01-01_2014-01-01,GNW,41.363,20.067,15.646,0.775,1.781,-16.594
Average,GNW,41.363,20.067,15.646,0.775,1.781,-16.594
Average,All,2.049,-0.523,10.764,-0.364,-0.249,-11.447
