Period,ticker,total_return (%),annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
2007-01-01_2008-01-01,CIEN,20.560,13.942,36.709,0.456,0.674,-30.190
Average,CIEN,10.280,6.971,18.355,0.228,0.337,-15.095
2004-01-01_2005-01-01,NCR,0.000,0.000,0.000,0.000,0.000,-0.000
Average,NCR,0.000,0.000,0.000,0.000,0.000,-0.000
2021-01-01_2022-01-01,GE,0.000,0.000,0.000,0.000,0.000,-0.000
Average,GE,0.000,0.000,0.000,0.000,0.000,-0.000
2012-01-01_2013-01-01,HAR,16.267,11.062,26.254,0.415,0.504,-29.834
Average,HAR,16.267,11.062,26.254,0.415,0.504,-29.834
2005-01-01_2006-01-01,DALRQ,0.000,0.000,0.000,0.000,0.000,-0.000
Average,DALRQ,0.000,0.000,0.000,0.000,0.000,-0.000
2011-01-01_2012-01-01,NVDA,0.000,0.000,0.000,0.000,0.000,-0.000
2016-01-01_2017-01-01,NVDA,231.797,131.532,35.894,2.408,5.614,-9.005
2017-01-01_2018-01-01,NVDA,0.000,0.000,0.000,0.000,0.000,-0.000
2022-01-01_2023-01-01,NVDA,-48.983,-37.569,51.979,-0.703,-1.011,-60.669
Average,NVDA,45.704,23.491,21.968,0.426,1.151,-17.419
2022-01-01_2023-01-01,F,0.000,0.000,0.000,0.000,0.000,-0.000
Average,F,0.000,0.000,0.000,0.000,0.000,-0.000
2012-01-01_2013-01-01,PHM,147.558,87.954,42.953,1.609,2.475,-24.880
Average,PHM,147.558,87.954,42.953,1.609,2.475,-24.880
2005-01-01_2006-01-01,AAPL,0.000,0.000,0.000,0.000,0.000,-0.000
2006-01-01_2007-01-01,AAPL,0.000,0.000,0.000,0.000,0.000,-0.000
2008-01-01_2009-01-01,AAPL,-49.407,-37.687,44.574,-0.901,-1.154,-55.286
Average,AAPL,-16.469,-12.562,14.858,-0.300,-0.385,-18.429
