Period,ticker,total_return (%),annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
Average,APA,16.093,12.069,19.952,0.487,0.717,-17.852
2011-01-01_2012-01-01,NVDA,-30.059,-23.829,26.210,-0.985,-1.221,-33.962
2016-01-01_2017-01-01,NVDA,118.418,81.263,30.476,1.904,3.876,-7.824
2017-01-01_2018-01-01,NVDA,-12.391,-9.609,15.901,-0.728,-0.989,-21.759
2022-01-01_2023-01-01,NVDA,-5.403,-4.141,28.089,-0.121,-0.164,-25.268
Average,NVDA,17.641,10.921,25.169,0.017,0.375,-22.203
2005-01-01_2006-01-01,AAPL,-25.430,-20.021,16.794,-1.376,-1.521,-31.220
2006-01-01_2007-01-01,AAPL,9.194,6.947,16.105,0.284,0.430,-15.870
2008-01-01_2009-01-01,AAPL,10.648,7.933,20.107,0.306,0.441,-23.770
Average,AAPL,-1.863,-1.713,17.669,-0.262,-0.216,-23.620
2023-01-01_2024-01-01,RCL,13.097,9.854,15.791,0.450,0.582,-14.435
Average,RCL,13.097,9.854,15.791,0.450,0.582,-14.435
2012-01-01_2013-01-01,FFIV,19.666,14.552,20.041,0.590,0.878,-14.597
Average,FFIV,19.666,14.552,20.041,0.590,0.878,-14.597
2016-01-01_2017-01-01,CAM,0.534,0.534,0.842,-1.989,0.000,-0.000
Average,CAM,0.534,0.534,0.842,-1.989,0.000,-0.000
2013-01-01_2014-01-01,WHR,-23.144,-18.062,14.442,-1.465,-1.787,-23.878
Average,WHR,-23.144,-18.062,14.442,-1.465,-1.787,-23.878
2015-01-01_2016-01-01,LUV,5.665,4.259,14.905,0.131,0.224,-10.952
Average,LUV,5.665,4.259,14.905,0.131,0.224,-10.952
2012-01-01_2013-01-01,PHM,-38.741,-30.985,25.795,-1.372,-1.692,-44.465
Average,PHM,-38.741,-30.985,25.795,-1.372,-1.692,-44.465
2016-01-01_2017-01-01,ATVI,21.079,15.676,13.917,0.845,1.571,-7.340
Average,ATVI,21.079,15.676,13.917,0.845,1.571,-7.340
2022-01-01_2023-01-01,F,20.697,15.398,18.405,0.665,0.937,-24.964
Average,F,20.697,15.398,18.405,0.665,0.937,-24.964
2019-01-01_2020-01-01,SBUX,2.857,2.154,6.893,-0.120,-0.115,-8.825
Average,SBUX,2.857,2.154,6.893,-0.120,-0.115,-8.825
2012-01-01_2013-01-01,HAR,4.907,3.692,17.557,0.106,0.162,-15.780
Average,HAR,4.907,3.692,17.557,0.106,0.162,-15.780
2008-01-01_2009-01-01,CNX,101.621,69.734,48.104,1.216,1.933,-27.164
Average,CNX,101.621,69.734,48.104,1.216,1.933,-27.164
2007-01-01_2008-01-01,AMZN,86.393,60.423,36.538,1.314,3.279,-12.946
2010-01-01_2011-01-01,AMZN,15.983,11.951,18.066,0.513,0.798,-17.739
Average,AMZN,51.188,36.187,27.302,0.913,2.038,-15.342
2006-01-01_2007-01-01,VIAV,32.608,24.051,26.427,0.790,1.150,-12.368
2007-01-01_2008-01-01,VIAV,-4.399,-3.357,15.755,-0.329,-0.414,-18.828
Average,VIAV,14.104,10.347,21.091,0.231,0.368,-15.598
2017-01-01_2018-01-01,RF,-5.610,-4.313,11.003,-0.613,-0.847,-19.237
Average,RF,-5.610,-4.313,11.003,-0.613,-0.847,-19.237
2018-01-01_2019-01-01,DHI,-3.194,-2.427,14.233,-0.315,-0.443,-17.440
Average,DHI,-3.194,-2.427,14.233,-0.315,-0.443,-17.440
2019-01-01_2020-01-01,ULTA,5.177,3.894,25.936,0.136,0.308,-16.588
Average,ULTA,5.177,3.894,25.936,0.136,0.308,-16.588
2015-01-01_2016-01-01,VRTX,-31.677,-25.044,21.100,-1.353,-1.740,-42.952
Average,VRTX,-31.677,-25.044,21.100,-1.353,-1.740,-42.952
2005-01-01_2006-01-01,AMD,35.419,25.965,21.701,0.981,1.303,-14.665
2010-01-01_2011-01-01,AMD,5.430,4.108,19.944,0.134,0.196,-22.611
Average,AMD,20.425,15.037,20.822,0.557,0.749,-18.638
2005-01-01_2006-01-01,UVN,-50.937,-41.848,38.024,-1.260,-1.568,-52.978
Average,UVN,-50.937,-41.848,38.024,-1.260,-1.568,-52.978
2022-01-01_2023-01-01,TSLA,16.969,12.674,23.302,0.468,0.704,-19.774
Average,TSLA,16.969,12.674,23.302,0.468,0.704,-19.774
2020-01-01_2021-01-01,TGT,19.552,14.423,17.456,0.644,1.132,-13.192
Average,TGT,19.552,14.423,17.456,0.644,1.132,-13.192
2012-01-01_2013-01-01,GWW,-6.792,-5.184,13.630,-0.535,-0.596,-14.419
Average,GWW,-6.792,-5.184,13.630,-0.535,-0.596,-14.419
2017-01-01_2018-01-01,KEY,2.467,1.878,10.453,-0.076,-0.067,-13.931
Average,KEY,2.467,1.878,10.453,-0.076,-0.067,-13.931
2018-01-01_2019-01-01,DLTR,-18.089,-14.015,19.472,-0.811,-1.168,-27.586
Average,DLTR,-18.089,-14.015,19.472,-0.811,-1.168,-27.586
2023-01-01_2024-01-01,GILD,-19.018,-14.878,9.157,-1.977,-2.372,-23.368
Average,GILD,-19.018,-14.878,9.157,-1.977,-2.372,-23.368
2014-01-01_2015-01-01,NFLX,6.372,4.786,18.562,0.163,0.255,-18.222
Average,NFLX,6.372,4.786,18.562,0.163,0.255,-18.222
2005-01-01_2006-01-01,KMG,-27.974,-22.106,28.086,-0.826,-1.061,-45.447
Average,KMG,-27.974,-22.106,28.086,-0.826,-1.061,-45.447
2009-01-01_2010-01-01,FDO,-4.851,-3.693,16.956,-0.313,-0.337,-13.873
Average,FDO,-4.851,-3.693,16.956,-0.313,-0.337,-13.873
2022-01-01_2023-01-01,XLNX,10.138,10.138,25.674,4.646,0.000,-0.000
Average,XLNX,10.138,10.138,25.674,4.646,0.000,-0.000
2012-01-01_2013-01-01,RHT,6.500,4.881,15.817,0.169,0.255,-13.505
2019-01-01_2020-01-01,RHT,-0.837,-0.837,1.876,-2.415,-2.792,-1.812
Average,RHT,2.832,2.022,8.846,-1.123,-1.269,-7.659
2010-01-01_2011-01-01,CLF,10.073,7.580,28.263,0.273,0.401,-39.203
Average,CLF,10.073,7.580,28.263,0.273,0.401,-39.203
2008-01-01_2009-01-01,DE,-15.916,-12.260,21.598,-0.619,-0.730,-19.533
Average,DE,-15.916,-12.260,21.598,-0.619,-0.730,-19.533
2014-01-01_2015-01-01,FSLR,-0.986,-0.747,22.654,-0.060,-0.062,-17.367
2023-01-01_2024-01-01,FSLR,-42.514,-34.477,32.541,-1.168,-1.150,-45.355
Average,FSLR,-21.750,-17.612,27.598,-0.614,-0.606,-31.361
2014-01-01_2015-01-01,DAL,-12.102,-9.300,17.140,-0.644,-0.768,-22.776
Average,DAL,-12.102,-9.300,17.140,-0.644,-0.768,-22.776
2023-01-01_2024-01-01,SLB,-1.710,-1.308,18.306,-0.151,-0.193,-11.961
Average,SLB,-1.710,-1.308,18.306,-0.151,-0.193,-11.961
2008-01-01_2009-01-01,RIG,1.720,1.295,22.490,0.025,0.050,-26.883
Average,RIG,1.720,1.295,22.490,0.025,0.050,-26.883
2018-01-01_2019-01-01,ALGN,-0.626,-0.474,20.732,-0.074,-0.091,-24.843
2020-01-01_2021-01-01,ALGN,46.475,33.373,37.767,0.818,1.642,-20.603
2021-01-01_2022-01-01,ALGN,3.268,2.478,17.123,0.037,0.082,-11.146
Average,ALGN,16.372,11.792,25.207,0.261,0.544,-18.864
2013-01-01_2014-01-01,ANF,-14.441,-11.133,18.049,-0.714,-1.126,-23.326
Average,ANF,-14.441,-11.133,18.049,-0.714,-1.126,-23.326
2011-01-01_2012-01-01,MEE,-24.636,-24.636,17.695,-3.287,-4.097,-26.165
Average,MEE,-24.636,-24.636,17.695,-3.287,-4.097,-26.165
