Period,ticker,total_return (%),annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
Average,HBI,71.205,24.209,20.079,0.936,1.548,-12.591
2007-01-01_2009-01-01,UTX,1.960,0.782,12.226,-0.145,-0.151,-19.464
Average,UTX,1.960,0.782,12.226,-0.145,-0.151,-19.464
2010-01-01_2012-01-01,JPM,-10.082,-4.195,17.611,-0.325,-0.410,-26.339
Average,JPM,-10.082,-4.195,17.611,-0.325,-0.410,-26.339
2014-01-01_2016-01-01,FFIV,-1.641,-0.662,11.729,-0.270,-0.315,-19.995
Average,FFIV,-1.641,-0.662,11.729,-0.270,-0.315,-19.995
2010-01-01_2012-01-01,DE,-21.329,-9.220,15.728,-0.700,-0.871,-24.753
Average,DE,-21.329,-9.220,15.728,-0.700,-0.871,-24.753
2012-01-01_2014-01-01,COG,95.426,30.847,22.464,1.073,1.996,-13.652
Average,COG,95.426,30.847,22.464,1.073,1.996,-13.652
2014-01-01_2016-01-01,COF,-4.225,-1.717,10.196,-0.423,-0.508,-10.165
2017-01-01_2019-01-01,COF,7.698,3.026,11.448,0.016,0.081,-17.076
Average,COF,1.737,0.654,10.822,-0.203,-0.213,-13.620
2004-01-01_2006-01-01,PTC,-28.928,-12.805,18.529,-0.772,-0.982,-35.837
Average,PTC,-28.928,-12.805,18.529,-0.772,-0.982,-35.837
2006-01-01_2008-01-01,IPG,25.085,9.413,10.877,0.526,0.761,-19.787
Average,IPG,25.085,9.413,10.877,0.526,0.761,-19.787
2018-01-01_2020-01-01,LMT,25.997,9.716,11.114,0.540,0.815,-9.731
Average,LMT,25.997,9.716,11.114,0.540,0.815,-9.731
2019-01-01_2021-01-01,CXO,3.092,1.227,20.274,-0.007,0.020,-26.015
Average,CXO,3.092,1.227,20.274,-0.007,0.020,-26.015
2007-01-01_2009-01-01,RTN,-2.776,-1.123,13.728,-0.245,-0.304,-16.300
Average,RTN,-2.776,-1.123,13.728,-0.245,-0.304,-16.300
2016-01-01_2018-01-01,MNST,-8.274,-3.422,13.507,-0.410,-0.389,-17.713
Average,MNST,-8.274,-3.422,13.507,-0.410,-0.389,-17.713
2016-01-01_2018-01-01,VZ,-7.451,-3.074,9.012,-0.633,-0.740,-16.275
Average,VZ,-7.451,-3.074,9.012,-0.633,-0.740,-16.275
2007-01-01_2009-01-01,CPB,-13.371,-5.597,10.794,-0.741,-0.909,-18.341
Average,CPB,-13.371,-5.597,10.794,-0.741,-0.909,-18.341
2020-01-01_2022-01-01,MTB,20.913,7.905,25.041,0.268,0.463,-29.159
Average,MTB,20.913,7.905,25.041,0.268,0.463,-29.159
2020-01-01_2022-01-01,NWS,73.390,24.670,20.104,0.953,1.496,-13.202
Average,NWS,73.390,24.670,20.104,0.953,1.496,-13.202
2014-01-01_2016-01-01,FSLR,0.550,0.220,18.288,-0.078,-0.075,-24.987
Average,FSLR,0.550,0.220,18.288,-0.078,-0.075,-24.987
2018-01-01_2020-01-01,NKE,-14.607,-6.140,12.351,-0.677,-0.825,-23.589
Average,NKE,-14.607,-6.140,12.351,-0.677,-0.825,-23.589
2019-01-01_2021-01-01,SLB,8.926,3.485,22.547,0.105,0.173,-35.992
Average,SLB,8.926,3.485,22.547,0.105,0.173,-35.992
2004-01-01_2006-01-01,XOM,-2.694,-1.090,8.297,-0.469,-0.669,-9.904
Average,XOM,-2.694,-1.090,8.297,-0.469,-0.669,-9.904
2020-01-01_2022-01-01,ROST,-44.061,-20.764,18.333,-1.267,-1.641,-44.267
Average,ROST,-44.061,-20.764,18.333,-1.267,-1.641,-44.267
2022-01-01_2024-01-01,LUMN,117.311,36.745,32.764,0.938,1.599,-22.966
Average,LUMN,117.311,36.745,32.764,0.938,1.599,-22.966
2019-01-01_2021-01-01,TJX,-20.394,-8.732,18.830,-0.533,-0.707,-32.273
Average,TJX,-20.394,-8.732,18.830,-0.533,-0.707,-32.273
2009-01-01_2011-01-01,EKDKQ,127.172,38.994,46.095,0.800,1.381,-38.545
Average,EKDKQ,127.172,38.994,46.095,0.800,1.381,-38.545
2020-01-01_2022-01-01,CFG,67.565,22.975,31.056,0.659,1.029,-34.024
Average,CFG,67.565,22.975,31.056,0.659,1.029,-34.024
2012-01-01_2014-01-01,FISV,-6.357,-2.601,5.145,-1.071,-1.254,-15.739
2017-01-01_2019-01-01,FISV,2.286,0.913,8.494,-0.237,-0.289,-7.452
Average,FISV,-2.036,-0.844,6.820,-0.654,-0.771,-11.595
2010-01-01_2012-01-01,BXP,-25.214,-11.055,14.521,-0.901,-1.108,-27.127
Average,BXP,-25.214,-11.055,14.521,-0.901,-1.108,-27.127
2017-01-01_2019-01-01,EXPE,-11.933,-4.979,13.829,-0.509,-0.649,-21.161
Average,EXPE,-11.933,-4.979,13.829,-0.509,-0.649,-21.161
2022-01-01_2024-01-01,EOG,-33.461,-15.148,16.900,-1.012,-1.292,-39.174
Average,EOG,-33.461,-15.148,16.900,-1.012,-1.292,-39.174
2005-01-01_2007-01-01,ACS,19.391,7.408,34.990,0.250,0.511,-33.431
Average,ACS,19.391,7.408,34.990,0.250,0.511,-33.431
2016-01-01_2018-01-01,JEC,-13.125,-5.515,11.303,-0.695,-0.792,-20.493
Average,JEC,-13.125,-5.515,11.303,-0.695,-0.792,-20.493
2017-01-01_2019-01-01,SYK,-23.079,-10.009,7.482,-1.699,-2.152,-25.078
Average,SYK,-23.079,-10.009,7.482,-1.699,-2.152,-25.078
2022-01-01_2024-01-01,DXCM,-5.477,-2.246,19.190,-0.186,-0.209,-42.602
Average,DXCM,-5.477,-2.246,19.190,-0.186,-0.209,-42.602
2018-01-01_2020-01-01,BIIB,4.171,1.653,19.325,0.001,0.036,-27.880
Average,BIIB,4.171,1.653,19.325,0.001,0.036,-27.880
2006-01-01_2008-01-01,RDC,0.086,0.035,18.277,-0.088,-0.093,-21.382
Average,RDC,0.086,0.035,18.277,-0.088,-0.093,-21.382
2018-01-01_2020-01-01,HAL,-15.377,-6.480,11.837,-0.740,-0.902,-33.351
Average,HAL,-15.377,-6.480,11.837,-0.740,-0.902,-33.351
2022-01-01_2024-01-01,HSY,1.201,0.483,9.358,-0.249,-0.271,-20.013
Average,HSY,1.201,0.483,9.358,-0.249,-0.271,-20.013
2004-01-01_2006-01-01,NI,7.112,2.795,8.323,-0.037,0.024,-11.922
Average,NI,7.112,2.795,8.323,-0.037,0.024,-11.922
2009-01-01_2011-01-01,TEG,45.418,16.213,14.862,0.794,1.215,-11.457
Average,TEG,45.418,16.213,14.862,0.794,1.215,-11.457
2007-01-01_2009-01-01,AVP,10.788,4.197,17.966,0.120,0.183,-20.877
Average,AVP,10.788,4.197,17.966,0.120,0.183,-20.877
2008-01-01_2010-01-01,BDX,-6.370,-2.603,11.456,-0.438,-0.503,-14.964
Average,BDX,-6.370,-2.603,11.456,-0.438,-0.503,-14.964
2013-01-01_2015-01-01,ICE,-8.169,-3.362,8.832,-0.680,-0.871,-13.548
Average,ICE,-8.169,-3.362,8.832,-0.680,-0.871,-13.548
2008-01-01_2010-01-01,CAG,18.859,7.167,13.894,0.298,0.453,-15.078
Average,CAG,18.859,7.167,13.894,0.298,0.453,-15.078
2012-01-01_2014-01-01,BBBY,-2.422,-0.979,9.644,-0.381,-0.453,-11.849
Average,BBBY,-2.422,-0.979,9.644,-0.381,-0.453,-11.849
2015-01-01_2017-01-01,AIV,-13.125,-5.490,10.931,-0.720,-0.908,-18.950
Average,AIV,-13.125,-5.490,10.931,-0.720,-0.908,-18.950
2022-01-01_2024-01-01,LKQ,-13.849,-5.833,14.591,-0.533,-0.646,-21.823
Average,LKQ,-13.849,-5.833,14.591,-0.533,-0.646,-21.823
2019-01-01_2021-01-01,CB,4.859,1.919,16.148,-0.014,0.021,-15.963
Average,CB,4.859,1.919,16.148,-0.014,0.021,-15.963
2021-01-01_2023-01-01,UAA,7.976,3.142,24.534,0.102,0.165,-39.263
Average,UAA,7.976,3.142,24.534,0.102,0.165,-39.263
2009-01-01_2011-01-01,PRU,-27.919,-12.311,16.045,-0.884,-1.102,-34.423
Average,PRU,-27.919,-12.311,16.045,-0.884,-1.102,-34.423
2015-01-01_2017-01-01,PCP,-17.394,-15.156,18.506,-0.866,-0.895,-23.403
Average,PCP,-17.394,-15.156,18.506,-0.866,-0.895,-23.403
2015-01-01_2017-01-01,PFE,-0.467,-0.188,10.427,-0.274,-0.297,-14.879
Average,PFE,-0.467,-0.188,10.427,-0.274,-0.297,-14.879
2012-01-01_2014-01-01,GNW,91.908,29.897,21.618,1.076,1.746,-14.638
Average,GNW,91.908,29.897,21.618,1.076,1.746,-14.638
Average,All,1.673,-0.635,16.152,-0.313,-0.314,-23.848
