Period,ticker,total_return (%),annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
2022-10-06_2023-04-10,MSFT,21.059,30.483,28.117,0.973,1.318,-14.120
Average,MSFT,21.059,30.483,28.117,0.973,1.318,-14.120
2022-10-06_2023-04-10,TSLA,0.000,0.000,0.000,0.000,0.000,-0.000
Average,TSLA,0.000,0.000,0.000,0.000,0.000,-0.000
2022-10-06_2023-04-10,NFLX,0.000,0.000,0.000,0.000,0.000,-0.000
Average,NFLX,0.000,0.000,0.000,0.000,0.000,-0.000
2022-10-06_2023-04-10,AMZN,-13.186,-17.871,35.496,-0.462,-0.741,-31.397
Average,AMZN,-13.186,-17.871,35.496,-0.462,-0.741,-31.397
Average,All,1.968,3.153,15.903,0.128,0.144,-11.379
