Period,ticker,annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
2016-01-01_2018-01-01,NTWK,7.4251,12.6409,0.3944,0.2286,-7.9557
2017-01-01_2019-01-01,NTWK,-7.7727,19.7178,-0.4609,-0.2852,-36.6809
2018-01-01_2020-01-01,NTWK,7.8596,15.8328,0.3692,0.2184,-20.8944
2019-01-01_2021-01-01,NTWK,3.3063,38.9563,0.2027,0.1664,-49.0117
2020-01-01_2022-01-01,NTWK,1.6194,19.2522,0.0252,0.0137,-23.825
2021-01-01_2023-01-01,NTWK,-1.1727,23.8261,-0.0539,-0.029,-18.8498
2022-01-01_2024-01-01,NTWK,7.8265,23.175,0.3131,0.2376,-20.2893
Average,NTWK,3.1607,25.9847,0.0588,0.0984,-31.158
2004-01-01_2006-01-01,ANIK,10.7241,17.3518,0.5007,0.3156,-13.4432
2005-01-01_2007-01-01,ANIK,12.7741,24.0631,0.4948,0.4091,-20.317
2006-01-01_2008-01-01,ANIK,6.9801,13.5601,0.346,0.223,-13.4076
2007-01-01_2009-01-01,ANIK,0.3407,26.1015,0.0292,0.0194,-34.188
2008-01-01_2010-01-01,ANIK,15.9633,29.4992,0.5463,0.557,-20.5787
2009-01-01_2011-01-01,ANIK,4.5557,13.5005,0.1776,0.0716,-14.7674
2010-01-01_2012-01-01,ANIK,21.7718,19.6096,0.9463,0.9726,-12.1147
2011-01-01_2013-01-01,ANIK,11.9803,9.9636,0.8875,0.3348,-6.4526
2012-01-01_2014-01-01,ANIK,-0.1836,3.9296,-0.7805,-0.17,-4.1028
2013-01-01_2015-01-01,ANIK,-3.2871,12.1006,-0.4586,-0.1296,-14.952
2014-01-01_2016-01-01,ANIK,2.3847,27.2792,0.1094,0.0821,-29.8992
2015-01-01_2017-01-01,ANIK,1.1168,7.2909,-0.217,-0.0856,-10.8496
2016-01-01_2018-01-01,ANIK,-1.4995,7.3481,-0.572,-0.2892,-9.2547
2017-01-01_2019-01-01,ANIK,2.646,10.5424,0.0197,0.0095,-15.3513
2018-01-01_2020-01-01,ANIK,29.303,23.1111,1.0977,0.7745,-18.0129
2019-01-01_2021-01-01,ANIK,40.3614,28.901,1.2141,1.1047,-18.9219
2020-01-01_2022-01-01,ANIK,2.8408,23.0905,0.1099,0.0583,-29.2782
2021-01-01_2023-01-01,ANIK,11.2941,21.4707,0.468,0.3777,-27.6911
2022-01-01_2024-01-01,ANIK,8.8029,30.0644,0.3325,0.3786,-46.4334
Average,ANIK,9.4142,18.3567,0.2764,0.2639,-18.9482
2004-01-01_2006-01-01,LYG,-5.7311,7.5778,-1.1313,-0.7199,-20.039
2005-01-01_2007-01-01,LYG,-2.6583,3.4213,-1.6355,-0.6677,-8.8242
2006-01-01_2008-01-01,LYG,1.9806,4.2604,-0.2135,-0.0634,-2.6813
2007-01-01_2009-01-01,LYG,-23.9932,45.0313,-0.4467,-0.385,-65.2602
2008-01-01_2010-01-01,LYG,-19.2058,40.6905,-0.3942,-0.3291,-51.9356
2009-01-01_2011-01-01,LYG,26.1981,81.9683,0.6713,0.6152,-65.2072
2010-01-01_2012-01-01,LYG,-20.1028,28.9058,-0.7329,-0.5553,-58.987
2011-01-01_2013-01-01,LYG,-10.2102,28.0714,-0.349,-0.3203,-56.2951
2012-01-01_2014-01-01,LYG,3.0915,10.1641,0.0586,0.0325,-11.3205
2013-01-01_2015-01-01,LYG,-2.5474,5.4021,-0.9986,-0.4236,-15.5018
2014-01-01_2016-01-01,LYG,-4.4933,5.3447,-1.3871,-0.5485,-14.1827
2015-01-01_2017-01-01,LYG,-4.1893,15.2291,-0.3993,-0.2875,-29.3415
2016-01-01_2018-01-01,LYG,11.7516,19.3472,0.5188,0.3211,-17.5988
2017-01-01_2019-01-01,LYG,-1.7131,5.0574,-0.9018,-0.5008,-9.679
2018-01-01_2020-01-01,LYG,3.6231,11.0762,0.1088,0.0823,-14.3696
2019-01-01_2021-01-01,LYG,3.6076,33.4468,0.1844,0.1693,-39.5664
2020-01-01_2022-01-01,LYG,-10.629,23.578,-0.4818,-0.2072,-42.4398
2021-01-01_2023-01-01,LYG,-1.8178,7.9239,-0.5656,-0.2804,-10.3902
2022-01-01_2024-01-01,LYG,-1.4405,14.4603,-0.2338,-0.2236,-18.7446
Average,LYG,-3.0779,20.5767,-0.4384,-0.2259,-29.0718
2004-01-01_2006-01-01,FELE,-0.4389,2.1141,-1.5977,-0.315,-3.6064
2005-01-01_2007-01-01,FELE,10.8699,12.1412,0.6664,0.5292,-16.2422
2006-01-01_2008-01-01,FELE,11.1852,14.3258,0.6029,0.4237,-9.3159
2007-01-01_2009-01-01,FELE,7.1154,23.7728,0.2843,0.1645,-32.1975
2008-01-01_2010-01-01,FELE,7.8715,14.5406,0.3891,0.2001,-16.3938
2009-01-01_2011-01-01,FELE,6.1806,23.1221,0.2468,0.2182,-26.7679
2010-01-01_2012-01-01,FELE,0.1457,9.6736,-0.2426,-0.13,-11.4573
2011-01-01_2013-01-01,FELE,-3.652,7.6194,-0.8387,-0.3099,-13.7348
2012-01-01_2014-01-01,FELE,1.4042,1.5316,-1.0147,0.0,-0.5747
2013-01-01_2015-01-01,FELE,-1.6479,5.9674,-0.7443,-0.1628,-14.5588
2014-01-01_2016-01-01,FELE,-2.9786,8.1398,-0.6945,-0.384,-13.6236
2015-01-01_2017-01-01,FELE,-3.9763,11.5229,-0.5512,-0.3661,-20.4302
2016-01-01_2018-01-01,FELE,5.7166,10.9718,0.2914,0.1976,-8.7203
2017-01-01_2019-01-01,FELE,0.2481,8.138,-0.2927,-0.138,-12.6987
2018-01-01_2020-01-01,FELE,8.8406,9.77,0.6127,0.3409,-10.4963
2019-01-01_2021-01-01,FELE,3.6845,11.2687,0.1151,0.0581,-10.3153
2020-01-01_2022-01-01,FELE,13.1334,20.3585,0.5591,0.2705,-12.4742
2021-01-01_2023-01-01,FELE,5.3825,6.1762,0.4002,0.1797,-6.2207
2022-01-01_2024-01-01,FELE,0.9966,14.9185,-0.0552,-0.0297,-24.3698
Average,FELE,3.6885,11.3723,-0.0981,0.0393,-13.9052
2004-01-01_2006-01-01,HLX,11.4471,10.457,0.8049,0.4611,-4.9352
2005-01-01_2007-01-01,HLX,-3.5895,11.18,-0.5355,-0.2079,-22.7296
2006-01-01_2008-01-01,HLX,10.0166,20.7652,0.4206,0.332,-29.9124
2007-01-01_2009-01-01,HLX,1.2523,26.1567,0.0737,0.0289,-38.3646
2008-01-01_2010-01-01,HLX,30.0481,45.0664,0.7361,0.7274,-49.8417
2009-01-01_2011-01-01,HLX,18.3973,40.9329,0.5382,0.4645,-45.0084
2010-01-01_2012-01-01,HLX,20.3776,19.1534,0.9078,0.7017,-20.4449
2011-01-01_2013-01-01,HLX,3.9335,6.0921,0.1774,0.0824,-5.0198
2012-01-01_2014-01-01,HLX,2.3692,4.195,-0.1269,-0.054,-3.4411
2013-01-01_2015-01-01,HLX,6.3044,9.0189,0.3947,0.1572,-8.3449
2014-01-01_2016-01-01,HLX,-13.6429,26.5938,-0.5287,-0.3984,-65.2859
2015-01-01_2017-01-01,HLX,-27.7065,29.6632,-1.0425,-0.7579,-74.9076
2016-01-01_2018-01-01,HLX,34.438,36.2853,0.9099,0.5783,-44.0862
2017-01-01_2019-01-01,HLX,8.7493,16.2321,0.414,0.2278,-13.7131
2018-01-01_2020-01-01,HLX,14.6873,18.0956,0.6835,0.3982,-10.5961
2019-01-01_2021-01-01,HLX,50.5638,67.286,0.8922,0.7193,-64.0938
2020-01-01_2022-01-01,HLX,62.0703,72.0004,0.9753,1.2824,-47.8778
2021-01-01_2023-01-01,HLX,14.1765,16.4377,0.7072,0.4069,-16.3971
2022-01-01_2024-01-01,HLX,10.998,15.8879,0.5489,0.4425,-16.279
Average,HLX,13.4153,25.8684,0.3658,0.2943,-30.5936
2004-01-01_2006-01-01,SBR,26.441,16.0384,1.3591,1.0237,-11.38
2005-01-01_2007-01-01,SBR,0.1045,10.181,-0.2302,-0.1368,-15.4993
2006-01-01_2008-01-01,SBR,2.7915,9.7186,0.0266,0.0194,-12.3978
2007-01-01_2009-01-01,SBR,2.765,10.9886,0.034,0.0182,-21.2869
2008-01-01_2010-01-01,SBR,16.3044,13.0152,0.9981,0.5832,-14.7376
2009-01-01_2011-01-01,SBR,17.3415,16.0816,0.8907,0.6016,-14.7511
2010-01-01_2012-01-01,SBR,5.2544,9.6342,0.2729,0.1112,-14.6008
2011-01-01_2013-01-01,SBR,-4.6413,8.272,-0.8917,-0.4386,-20.3752
2012-01-01_2014-01-01,SBR,3.9949,11.6351,0.1404,0.0952,-18.9551
2013-01-01_2015-01-01,SBR,-3.9081,9.6831,-0.6694,-0.3344,-13.4002
2014-01-01_2016-01-01,SBR,-0.1815,16.1413,-0.1146,-0.089,-19.1538
2015-01-01_2017-01-01,SBR,8.5416,18.4846,0.3752,0.3318,-24.3959
2016-01-01_2018-01-01,SBR,5.9227,12.4445,0.2869,0.157,-9.1646
2017-01-01_2019-01-01,SBR,8.6688,10.6918,0.5537,0.428,-10.7598
2018-01-01_2020-01-01,SBR,-5.4588,11.7763,-0.6692,-0.5362,-19.8742
2019-01-01_2021-01-01,SBR,9.5546,18.355,0.427,0.2204,-24.0707
2020-01-01_2022-01-01,SBR,22.0817,16.4695,1.1144,0.5329,-16.4112
2021-01-01_2023-01-01,SBR,4.9013,4.0255,0.4733,0.1462,-1.9759
2022-01-01_2024-01-01,SBR,2.7232,4.0808,-0.0468,-0.0163,-3.3311
Average,SBR,6.4843,11.9851,0.2279,0.143,-15.0801
2004-01-01_2006-01-01,MSFT,1.4962,2.9922,-0.478,-0.2336,-3.2194
2005-01-01_2007-01-01,MSFT,0.0231,3.527,-0.815,-0.2655,-3.821
2006-01-01_2008-01-01,MSFT,3.3106,6.626,0.0779,0.0421,-4.8167
2007-01-01_2009-01-01,MSFT,11.6394,21.5495,0.4775,0.3899,-17.8447
2008-01-01_2010-01-01,MSFT,4.8201,25.4255,0.1954,0.1577,-33.7082
2009-01-01_2011-01-01,MSFT,9.2029,12.8361,0.5192,0.317,-9.5837
2010-01-01_2012-01-01,MSFT,2.5491,6.5094,-0.0356,-0.0263,-10.0048
2011-01-01_2013-01-01,MSFT,1.2483,6.0221,-0.2556,-0.1674,-5.9331
2012-01-01_2014-01-01,MSFT,2.9189,2.7353,-0.0168,-0.0159,-1.5814
2013-01-01_2015-01-01,MSFT,3.5108,6.5632,0.1073,0.0766,-7.3554
2014-01-01_2016-01-01,MSFT,9.9651,11.3772,0.6322,0.3298,-9.8248
2015-01-01_2017-01-01,MSFT,7.4669,11.3094,0.4319,0.2256,-11.8574
2016-01-01_2018-01-01,MSFT,-2.0122,4.1804,-1.1733,-0.3506,-7.8941
2017-01-01_2019-01-01,MSFT,13.5232,8.4031,1.1989,0.6138,-4.3653
2018-01-01_2020-01-01,MSFT,19.6823,11.6795,1.3433,0.9822,-12.897
2019-01-01_2021-01-01,MSFT,9.1379,11.873,0.5446,0.2399,-9.4989
2020-01-01_2022-01-01,MSFT,2.7069,17.2887,0.0706,0.0396,-20.8036
2021-01-01_2023-01-01,MSFT,8.3678,14.172,0.4289,0.3472,-12.5146
2022-01-01_2024-01-01,MSFT,2.3516,11.2953,0.0001,-0.0024,-12.4222
Average,MSFT,5.89,10.335,0.1712,0.1421,-10.5235
2004-01-01_2006-01-01,TKO,-7.3232,9.0838,-1.1172,-0.5868,-25.9562
2005-01-01_2007-01-01,TKO,1.5992,7.506,-0.1456,-0.0776,-9.6395
2006-01-01_2008-01-01,TKO,-1.3737,15.2961,-0.2078,-0.2144,-20.8895
2007-01-01_2009-01-01,TKO,16.6534,18.3746,0.77,0.3348,-23.8734
2008-01-01_2010-01-01,TKO,-0.5348,21.2189,-0.0575,-0.0353,-28.1218
2009-01-01_2011-01-01,TKO,4.1623,11.0849,0.1559,0.1053,-9.5766
2010-01-01_2012-01-01,TKO,-10.3798,8.6185,-1.5713,-0.7615,-29.5852
2011-01-01_2013-01-01,TKO,-9.911,10.6478,-1.2046,-0.8182,-32.0738
2012-01-01_2014-01-01,TKO,2.7632,10.6612,0.0313,0.02,-10.7212
2013-01-01_2015-01-01,TKO,-2.5193,13.096,-0.3548,-0.1734,-22.3851
2014-01-01_2016-01-01,TKO,-23.0184,33.2912,-0.6631,-0.2509,-63.7273
2015-01-01_2017-01-01,TKO,-5.6727,19.7619,-0.3459,-0.2492,-33.615
2016-01-01_2018-01-01,TKO,-0.2973,14.2256,-0.1583,-0.1422,-20.3109
2017-01-01_2019-01-01,TKO,4.6931,4.4582,0.3869,0.1411,-2.6017
2018-01-01_2020-01-01,TKO,23.4572,23.0295,0.9023,0.7491,-26.777
2019-01-01_2021-01-01,TKO,14.1591,20.26,0.6084,0.4444,-20.1113
2020-01-01_2022-01-01,TKO,3.9276,19.8269,0.1441,0.1055,-21.6499
2021-01-01_2023-01-01,TKO,-10.3162,13.0068,-0.9993,-0.6656,-37.5505
2022-01-01_2024-01-01,TKO,5.5331,9.9808,0.2922,0.1931,-9.8155
Average,TKO,0.2948,14.9173,-0.186,-0.099,-23.6306
2004-01-01_2006-01-01,ENTG,-8.8385,10.1755,-1.1488,-0.5218,-29.2105
2005-01-01_2007-01-01,ENTG,1.1606,9.8402,-0.1343,-0.0664,-16.6613
2006-01-01_2008-01-01,ENTG,1.5531,11.0891,-0.0727,-0.0499,-14.4922
2007-01-01_2009-01-01,ENTG,-14.9191,38.2812,-0.3109,-0.2892,-72.5277
2008-01-01_2010-01-01,ENTG,-24.4303,33.2396,-0.7618,-0.4496,-67.1156
2009-01-01_2011-01-01,ENTG,47.5099,67.3703,0.8632,0.9183,-72.2802
2010-01-01_2012-01-01,ENTG,-0.6474,8.6581,-0.3736,-0.0864,-12.4398
2011-01-01_2013-01-01,ENTG,1.8476,8.635,-0.0891,-0.0382,-9.7858
2012-01-01_2014-01-01,ENTG,0.0258,12.7378,-0.1664,-0.1166,-22.1444
2013-01-01_2015-01-01,ENTG,5.2544,7.6307,0.3193,0.2197,-3.0085
2014-01-01_2016-01-01,ENTG,-3.6759,6.4282,-1.0108,-0.3752,-11.4134
2015-01-01_2017-01-01,ENTG,10.299,10.999,0.6769,0.4829,-7.5828
2016-01-01_2018-01-01,ENTG,16.8597,14.1708,0.9618,0.6742,-11.3511
2017-01-01_2019-01-01,ENTG,2.7079,6.1286,-0.0167,-0.0075,-5.9995
2018-01-01_2020-01-01,ENTG,8.3101,15.5077,0.401,0.1982,-15.327
2019-01-01_2021-01-01,ENTG,3.0555,12.8892,0.0683,0.0158,-16.7248
2020-01-01_2022-01-01,ENTG,7.9319,18.1942,0.3459,0.1259,-16.5227
2021-01-01_2023-01-01,ENTG,17.9158,38.3222,0.547,0.5491,-42.6401
2022-01-01_2024-01-01,ENTG,6.6482,24.4444,0.2627,0.2167,-20.9308
Average,ENTG,4.1352,18.6706,0.019,0.0737,-24.6399
2004-01-01_2006-01-01,INO,10.8588,20.5906,0.4548,0.3611,-27.3782
2005-01-01_2007-01-01,INO,-11.7019,19.657,-0.6862,-0.3335,-32.5569
2006-01-01_2008-01-01,INO,-2.6321,21.4591,-0.1558,-0.0588,-42.0897
2007-01-01_2009-01-01,INO,-26.7508,84.3269,-0.005,-0.0055,-84.3128
2008-01-01_2010-01-01,INO,117.8404,206.8241,0.8223,2.3866,-59.6463
2009-01-01_2011-01-01,INO,0.3087,49.5092,0.1891,0.1232,-45.5096
2010-01-01_2012-01-01,INO,5.1022,11.1552,0.2356,0.0602,-13.322
2011-01-01_2013-01-01,INO,-8.1427,18.2479,-0.5383,-0.2676,-29.2354
2012-01-01_2014-01-01,INO,8.1622,11.3809,0.4861,0.1771,-14.5086
2013-01-01_2015-01-01,INO,1.448,4.4679,-0.3189,-0.0654,-4.6799
2014-01-01_2016-01-01,INO,23.4888,24.6811,0.8475,0.7537,-11.6442
2015-01-01_2017-01-01,INO,-0.2128,15.6398,-0.1241,-0.0623,-19.0052
2016-01-01_2018-01-01,INO,-8.4058,17.7463,-0.5715,-0.2781,-42.1161
2017-01-01_2019-01-01,INO,-0.7864,33.1907,0.0505,0.048,-39.4667
2018-01-01_2020-01-01,INO,-4.1018,21.1981,-0.2309,-0.1162,-35.9601
2019-01-01_2021-01-01,INO,7.9514,50.7857,0.3409,0.2418,-52.2368
2020-01-01_2022-01-01,INO,-2.5661,12.6673,-0.3756,-0.151,-17.1626
2021-01-01_2023-01-01,INO,-3.211,42.1379,0.0609,0.0544,-46.9435
2022-01-01_2024-01-01,INO,-25.86,60.8086,-0.251,-0.4153,-83.507
Average,INO,4.2521,38.2355,0.0121,0.1291,-36.9095
2004-01-01_2006-01-01,MAS,0.3605,2.5836,-0.9935,-0.1836,-2.4662
2005-01-01_2007-01-01,MAS,2.815,11.0465,0.0388,0.0284,-13.8836
2006-01-01_2008-01-01,MAS,7.2765,15.3191,0.3417,0.2909,-16.414
2007-01-01_2009-01-01,MAS,-19.8523,28.9016,-0.7228,-0.5542,-62.4333
2008-01-01_2010-01-01,MAS,-33.0583,43.5404,-0.7718,-0.8512,-85.1201
2009-01-01_2011-01-01,MAS,-0.3992,30.7447,0.0414,0.0327,-48.0336
2010-01-01_2012-01-01,MAS,-1.5717,14.6866,-0.2363,-0.1398,-30.1293
2011-01-01_2013-01-01,MAS,-2.0003,16.0087,-0.2314,-0.1344,-27.0196
2012-01-01_2014-01-01,MAS,4.5747,13.0633,0.1815,0.0647,-13.4865
2013-01-01_2015-01-01,MAS,8.5096,16.3587,0.4002,0.2877,-18.1416
2014-01-01_2016-01-01,MAS,2.426,3.7761,-0.1304,-0.0387,-2.0672
2015-01-01_2017-01-01,MAS,5.5604,10.1623,0.2924,0.0974,-10.4861
2016-01-01_2018-01-01,MAS,0.9882,3.9009,-0.4872,-0.1462,-3.1199
2017-01-01_2019-01-01,MAS,-2.921,10.2418,-0.5274,-0.2452,-19.5713
2018-01-01_2020-01-01,MAS,-0.5288,13.8081,-0.1839,-0.1389,-28.0729
2019-01-01_2021-01-01,MAS,-4.3957,12.9724,-0.5072,-0.1347,-30.107
2020-01-01_2022-01-01,MAS,-1.1014,12.5843,-0.262,-0.0976,-21.8507
2021-01-01_2023-01-01,MAS,1.1716,9.4635,-0.1424,-0.0857,-11.8159
2022-01-01_2024-01-01,MAS,3.0873,9.3913,0.0551,0.0321,-9.3308
Average,MAS,-1.5294,14.6607,-0.2024,-0.1009,-23.871
2004-01-01_2006-01-01,TTI,14.2298,26.0185,0.5273,0.5654,-22.3721
2005-01-01_2007-01-01,TTI,-2.4713,21.0798,-0.153,-0.1085,-27.5234
2006-01-01_2008-01-01,TTI,10.0289,22.4939,0.4056,0.3472,-28.4484
2007-01-01_2009-01-01,TTI,-31.299,51.0264,-0.5316,-0.395,-81.4897
2008-01-01_2010-01-01,TTI,17.7602,48.4387,0.5225,0.3782,-47.9797
2009-01-01_2011-01-01,TTI,27.0535,39.3442,0.7271,0.5642,-41.3179
2010-01-01_2012-01-01,TTI,0.3615,25.9095,0.029,0.0155,-41.1208
2011-01-01_2013-01-01,TTI,-2.1588,16.6155,-0.2268,-0.1365,-22.5055
2012-01-01_2014-01-01,TTI,10.6695,14.0124,0.5821,0.4373,-16.7626
2013-01-01_2015-01-01,TTI,13.4809,19.1504,0.5991,0.3793,-13.7711
2014-01-01_2016-01-01,TTI,40.1363,32.5455,1.0958,1.1094,-20.4657
2015-01-01_2017-01-01,TTI,35.4751,36.932,0.9165,1.0207,-25.3743
2016-01-01_2018-01-01,TTI,-4.0448,37.1734,-0.0063,-0.0078,-65.0703
2017-01-01_2019-01-01,TTI,-27.1579,44.04,-0.5675,-0.7422,-73.7531
2018-01-01_2020-01-01,TTI,3.4521,36.4801,0.1921,0.1772,-61.5968
2019-01-01_2021-01-01,TTI,-21.6407,88.3676,0.123,0.1479,-91.0817
2020-01-01_2022-01-01,TTI,42.4104,74.8688,0.7944,0.7407,-64.3445
2021-01-01_2023-01-01,TTI,4.1954,28.3496,0.1784,0.1425,-34.9592
2022-01-01_2024-01-01,TTI,1.4714,9.1388,-0.1186,-0.044,-10.8484
Average,TTI,6.9449,35.3676,0.2678,0.2417,-41.6203
2004-01-01_2006-01-01,CLS,3.8408,15.3759,0.1321,0.06,-17.5709
2005-01-01_2007-01-01,CLS,-0.209,18.4082,-0.0787,-0.0535,-23.919
2006-01-01_2008-01-01,CLS,-11.0084,29.4334,-0.3464,-0.3026,-46.9434
2007-01-01_2009-01-01,CLS,9.6192,22.4506,0.3851,0.223,-20.5778
2008-01-01_2010-01-01,CLS,46.3835,50.913,0.934,0.9966,-53.5889
2009-01-01_2011-01-01,CLS,1.1645,21.0398,0.0183,0.0097,-33.4929
2010-01-01_2012-01-01,CLS,4.3383,16.2782,0.1601,0.108,-20.8296
2011-01-01_2013-01-01,CLS,37.7352,15.5675,1.9441,1.7915,-7.946
2012-01-01_2014-01-01,CLS,5.1525,12.2517,0.2297,0.1466,-10.8341
2013-01-01_2015-01-01,CLS,0.59,9.7462,-0.1949,-0.1043,-18.4523
2014-01-01_2016-01-01,CLS,8.398,6.3705,0.8328,0.4031,-4.9707
2015-01-01_2017-01-01,CLS,-1.5579,12.4329,-0.2982,-0.1088,-19.1124
2016-01-01_2018-01-01,CLS,15.1382,12.1422,0.9774,0.7811,-8.6464
2017-01-01_2019-01-01,CLS,-3.7318,10.0487,-0.6229,-0.3499,-16.8761
2018-01-01_2020-01-01,CLS,-5.4811,21.9216,-0.2793,-0.2118,-40.5979
2019-01-01_2021-01-01,CLS,18.5667,26.3987,0.6667,0.4866,-23.4939
2020-01-01_2022-01-01,CLS,8.9209,17.8563,0.4017,0.2284,-24.4673
2021-01-01_2023-01-01,CLS,14.5765,15.0674,0.779,0.5711,-11.8987
2022-01-01_2024-01-01,CLS,6.7679,24.5479,0.2675,0.257,-34.2583
Average,CLS,8.3791,18.8553,0.311,0.2596,-23.0777
2004-01-01_2006-01-01,CLB,13.8191,17.755,0.6507,0.5168,-15.3247
2005-01-01_2007-01-01,CLB,3.049,13.2487,0.0686,0.0376,-22.4109
2006-01-01_2008-01-01,CLB,1.2286,6.917,-0.2165,-0.0566,-8.5239
2007-01-01_2009-01-01,CLB,5.4398,13.6242,0.2376,0.1333,-21.276
2008-01-01_2010-01-01,CLB,-13.1764,28.0906,-0.4669,-0.2989,-50.012
2009-01-01_2011-01-01,CLB,3.2316,7.2962,0.0668,0.0267,-9.1722
2010-01-01_2012-01-01,CLB,1.5903,2.6814,-0.5021,-0.1129,-3.9541
2011-01-01_2013-01-01,CLB,-0.2816,1.4464,-2.2342,-0.205,-2.5438
2012-01-01_2014-01-01,CLB,-2.7735,11.2982,-0.4516,-0.1716,-19.2441
2013-01-01_2015-01-01,CLB,-0.1487,8.2313,-0.3355,-0.0762,-13.3561
2014-01-01_2016-01-01,CLB,4.4436,15.8456,0.1664,0.1321,-21.5593
2015-01-01_2017-01-01,CLB,6.011,21.3721,0.242,0.1801,-18.4268
2016-01-01_2018-01-01,CLB,11.0348,19.1728,0.487,0.4348,-14.203
2017-01-01_2019-01-01,CLB,-4.7126,14.5951,-0.4605,-0.3504,-26.8239
2018-01-01_2020-01-01,CLB,-5.1502,14.014,-0.5187,-0.3252,-30.0334
2019-01-01_2021-01-01,CLB,-17.0352,31.1688,-0.5296,-0.3229,-63.8153
2020-01-01_2022-01-01,CLB,-2.0973,63.1629,0.2559,0.2562,-76.1077
2021-01-01_2023-01-01,CLB,4.6626,11.6006,0.1954,0.0696,-11.1067
2022-01-01_2024-01-01,CLB,-7.3053,20.7897,-0.4037,-0.2513,-30.0573
Average,CLB,0.0963,16.9637,-0.1973,-0.0202,-24.1027
2004-01-01_2006-01-01,UTHR,0.6047,6.2031,-0.3487,-0.0787,-4.5798
2005-01-01_2007-01-01,UTHR,9.1409,23.4701,0.3644,0.3808,-35.6405
2006-01-01_2008-01-01,UTHR,10.2167,12.1555,0.6173,0.4004,-9.587
2007-01-01_2009-01-01,UTHR,8.0704,14.1714,0.4091,0.2451,-10.8609
2008-01-01_2010-01-01,UTHR,-1.6865,9.1662,-0.4625,-0.1593,-16.3913
2009-01-01_2011-01-01,UTHR,-1.7621,8.858,-0.4906,-0.2523,-18.9355
2010-01-01_2012-01-01,UTHR,-6.7737,8.3679,-1.1495,-0.523,-22.8368
2011-01-01_2013-01-01,UTHR,-4.6445,13.2309,-0.5151,-0.2168,-16.0299
2012-01-01_2014-01-01,UTHR,12.7653,20.9126,0.525,0.7991,-12.6061
2013-01-01_2015-01-01,UTHR,4.1074,6.1745,0.2027,0.1133,-7.1579
2014-01-01_2016-01-01,UTHR,3.0367,4.2856,0.0285,0.0058,-2.5853
2015-01-01_2017-01-01,UTHR,9.355,8.7974,0.7234,0.3505,-7.2676
2016-01-01_2018-01-01,UTHR,7.8453,14.7216,0.3852,0.2906,-12.3692
2017-01-01_2019-01-01,UTHR,1.5297,13.8943,-0.0355,-0.0314,-14.7041
2018-01-01_2020-01-01,UTHR,0.1955,16.3059,-0.0884,-0.0865,-28.5633
2019-01-01_2021-01-01,UTHR,14.672,21.4112,0.6091,0.4986,-22.6722
2020-01-01_2022-01-01,UTHR,5.2946,12.891,0.2369,0.0775,-17.0856
2021-01-01_2023-01-01,UTHR,5.086,7.5574,0.3021,0.1703,-7.3533
2022-01-01_2024-01-01,UTHR,1.854,8.6027,-0.0876,-0.0513,-10.6065
Average,UTHR,4.153,12.1672,0.0645,0.1017,-14.6228
2004-01-01_2006-01-01,MSA,1.6476,11.4841,-0.0556,-0.0174,-19.6951
2005-01-01_2007-01-01,MSA,-1.9259,21.125,-0.1248,-0.0852,-26.7233
2006-01-01_2008-01-01,MSA,8.5842,9.1256,0.6226,0.5449,-5.8723
2007-01-01_2009-01-01,MSA,-5.0229,19.2208,-0.3244,-0.1423,-25.511
2008-01-01_2010-01-01,MSA,-8.5262,30.5918,-0.234,-0.2049,-46.2858
2009-01-01_2011-01-01,MSA,-1.7416,11.6223,-0.3474,-0.1587,-20.0907
2010-01-01_2012-01-01,MSA,-1.1741,14.5464,-0.2118,-0.1021,-19.3502
2011-01-01_2013-01-01,MSA,18.1292,12.7395,1.137,0.6997,-7.7012
2012-01-01_2014-01-01,MSA,-0.3321,2.2231,-1.47,-0.2286,-4.072
2013-01-01_2015-01-01,MSA,1.6509,7.0702,-0.1518,-0.0726,-7.9971
2014-01-01_2016-01-01,MSA,13.5554,14.4258,0.7476,0.598,-16.8483
2015-01-01_2017-01-01,MSA,2.9858,15.0944,0.074,0.062,-13.6836
2016-01-01_2018-01-01,MSA,4.3685,6.507,0.2343,0.1127,-5.6008
2017-01-01_2019-01-01,MSA,15.5049,15.0484,0.8358,0.7485,-13.0321
2018-01-01_2020-01-01,MSA,7.5226,7.321,0.6228,0.4682,-5.0092
2019-01-01_2021-01-01,MSA,1.6018,20.194,0.0309,0.0155,-28.0346
2020-01-01_2022-01-01,MSA,10.0626,23.93,0.3942,0.2236,-14.6891
2021-01-01_2023-01-01,MSA,1.2321,10.1786,-0.1198,-0.081,-15.5235
2022-01-01_2024-01-01,MSA,5.0152,9.3078,0.2541,0.1438,-5.9256
Average,MSA,3.8494,13.7766,0.1007,0.1328,-15.8761
2004-01-01_2006-01-01,CPB,-1.0245,1.6718,-2.3783,-0.6296,-4.9224
2005-01-01_2007-01-01,CPB,1.4195,4.8316,-0.2967,-0.111,-8.2608
2006-01-01_2008-01-01,CPB,-0.1212,0.5337,-5.7706,-0.3699,-0.8069
2007-01-01_2009-01-01,CPB,-3.1004,14.2582,-0.3566,-0.2103,-25.6191
2008-01-01_2010-01-01,CPB,2.3324,13.0752,0.0149,0.008,-19.8663
2009-01-01_2011-01-01,CPB,7.2973,10.0163,0.4578,0.3674,-15.2908
