Period,ticker,total_return (%),annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
2018-01-01_2020-01-01,NKE,6.215,2.109,12.239,-0.011,-0.017,-13.769
Average,NKE,6.215,2.109,12.239,-0.011,-0.017,-13.769
2011-01-01_2013-01-01,MCK,2.952,1.012,8.635,-0.183,-0.260,-16.410
Average,MCK,2.952,1.012,8.635,-0.183,-0.260,-16.410
2013-01-01_2015-01-01,WFC,0.904,0.312,5.140,-0.490,-0.637,-8.862
Average,WFC,0.904,0.312,5.140,-0.490,-0.637,-8.862
2008-01-01_2010-01-01,HOG,41.278,12.688,28.392,0.457,0.700,-30.141
Average,HOG,41.278,12.688,28.392,0.457,0.700,-30.141
2016-01-01_2018-01-01,VZ,6.031,2.056,6.080,-0.122,-0.179,-10.382
Average,VZ,6.031,2.056,6.080,-0.122,-0.179,-10.382
2015-01-01_2017-01-01,PFE,-12.625,-4.564,8.833,-0.820,-1.086,-19.316
Average,PFE,-12.625,-4.564,8.833,-0.820,-1.086,-19.316
2021-01-01_2023-01-01,LVS,25.471,8.206,18.315,0.359,0.569,-25.307
Average,LVS,25.471,8.206,18.315,0.359,0.569,-25.307
2017-01-01_2019-01-01,SYK,3.597,1.232,7.946,-0.179,-0.243,-14.992
Average,SYK,3.597,1.232,7.946,-0.179,-0.243,-14.992
2020-01-01_2022-01-01,MTB,10.238,3.427,17.604,0.112,0.147,-26.863
Average,MTB,10.238,3.427,17.604,0.112,0.147,-26.863
2016-01-01_2018-01-01,JEC,4.253,1.458,7.933,-0.151,-0.219,-12.472
Average,JEC,4.253,1.458,7.933,-0.151,-0.219,-12.472
2014-01-01_2016-01-01,FSLR,28.967,9.205,20.781,0.383,0.625,-23.398
Average,FSLR,28.967,9.205,20.781,0.383,0.625,-23.398
2022-01-01_2024-01-01,LUMN,-36.562,-14.631,33.986,-0.369,-0.451,-60.861
Average,LUMN,-36.562,-14.631,33.986,-0.369,-0.451,-60.861
2012-01-01_2014-01-01,KMB,3.335,1.142,6.316,-0.257,-0.324,-11.043
Average,KMB,3.335,1.142,6.316,-0.257,-0.324,-11.043
2009-01-01_2011-01-01,TEG,-17.600,-6.481,19.406,-0.390,-0.422,-41.732
Average,TEG,-17.600,-6.481,19.406,-0.390,-0.422,-41.732
2010-01-01_2012-01-01,JPM,4.646,1.591,14.790,-0.020,-0.029,-24.341
Average,JPM,4.646,1.591,14.790,-0.020,-0.029,-24.341
2016-01-01_2018-01-01,MNST,12.858,4.294,13.535,0.157,0.291,-19.383
Average,MNST,12.858,4.294,13.535,0.157,0.291,-19.383
2019-01-01_2021-01-01,CB,11.128,3.715,13.245,0.118,0.170,-15.169
Average,CB,11.128,3.715,13.245,0.118,0.170,-15.169
2019-01-01_2021-01-01,WYNN,27.809,8.852,22.058,0.360,0.541,-34.110
Average,WYNN,27.809,8.852,22.058,0.360,0.541,-34.110
2007-01-01_2009-01-01,UTX,17.284,5.674,14.531,0.248,0.373,-12.357
Average,UTX,17.284,5.674,14.531,0.248,0.373,-12.357
2015-01-01_2017-01-01,APH,3.686,1.261,7.757,-0.181,-0.255,-9.916
Average,APH,3.686,1.261,7.757,-0.181,-0.255,-9.916
2006-01-01_2008-01-01,RDC,5.330,1.816,15.582,0.003,0.005,-12.461
Average,RDC,5.330,1.816,15.582,0.003,0.005,-12.461
2010-01-01_2012-01-01,LM,3.040,1.046,18.513,-0.011,-0.016,-28.186
Average,LM,3.040,1.046,18.513,-0.011,-0.016,-28.186
2015-01-01_2017-01-01,SCG,5.239,1.783,8.629,-0.095,-0.128,-13.177
Average,SCG,5.239,1.783,8.629,-0.095,-0.128,-13.177
2006-01-01_2008-01-01,IPG,-7.273,-2.583,9.461,-0.542,-0.708,-15.793
Average,IPG,-7.273,-2.583,9.461,-0.542,-0.708,-15.793
2018-01-01_2020-01-01,AEE,-1.210,-0.420,6.873,-0.458,-0.639,-9.121
Average,AEE,-1.210,-0.420,6.873,-0.458,-0.639,-9.121
2004-01-01_2006-01-01,CVS,33.387,10.486,10.459,0.722,1.543,-8.322
Average,CVS,33.387,10.486,10.459,0.722,1.543,-8.322
2014-01-01_2016-01-01,HPQ,16.831,5.532,12.401,0.256,0.440,-11.850
Average,HPQ,16.831,5.532,12.401,0.256,0.440,-11.850
Average,All,9.621,2.870,13.542,0.015,0.072,-18.582
