Period,ticker,total_return (%),annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
Average,URI,-19.192,-13.751,16.608,-0.985,-1.186,-23.326
2009-01-01_2010-01-01,FDO,-15.100,-10.742,15.988,-0.815,-1.009,-19.388
Average,FDO,-15.100,-10.742,15.988,-0.815,-1.009,-19.388
2015-01-01_2016-01-01,LUV,-5.365,-3.756,11.794,-0.517,-0.757,-16.561
Average,LUV,-5.365,-3.756,11.794,-0.517,-0.757,-16.561
2023-01-01_2024-01-01,APA,-9.451,-6.714,16.207,-0.531,-0.752,-19.223
Average,APA,-9.451,-6.714,16.207,-0.531,-0.752,-19.223
2007-01-01_2008-01-01,JNPR,39.213,25.898,16.409,1.306,1.893,-13.150
Average,JNPR,39.213,25.898,16.409,1.306,1.893,-13.150
2017-01-01_2018-01-01,KEY,2.509,1.750,8.984,-0.092,-0.141,-7.240
Average,KEY,2.509,1.750,8.984,-0.092,-0.141,-7.240
2009-01-01_2010-01-01,APOL,-17.005,-12.137,21.376,-0.634,-0.765,-31.778
Average,APOL,-17.005,-12.137,21.376,-0.634,-0.765,-31.778
2004-01-01_2005-01-01,CTX,-11.637,-8.208,14.892,-0.698,-0.810,-21.840
Average,CTX,-11.637,-8.208,14.892,-0.698,-0.810,-21.840
2005-01-01_2006-01-01,DALRQ,-46.368,-35.267,30.521,-1.365,-1.667,-59.872
Average,DALRQ,-46.368,-35.267,30.521,-1.365,-1.667,-59.872
2020-01-01_2021-01-01,QRVO,51.354,33.233,22.517,1.255,1.972,-10.357
Average,QRVO,51.354,33.233,22.517,1.255,1.972,-10.357
2009-01-01_2010-01-01,AYE,178.480,103.602,134.727,0.844,32.625,-3.434
2010-01-01_2011-01-01,AYE,5.710,3.953,20.966,0.144,0.253,-19.857
Average,AYE,92.095,53.777,77.846,0.494,16.439,-11.645
2009-01-01_2010-01-01,PBCT,2.832,1.957,10.829,-0.041,-0.055,-8.182
Average,PBCT,2.832,1.957,10.829,-0.041,-0.055,-8.182
2015-01-01_2016-01-01,MNST,-7.417,-5.209,13.637,-0.544,-1.000,-18.147
Average,MNST,-7.417,-5.209,13.637,-0.544,-1.000,-18.147
2016-01-01_2017-01-01,ATVI,2.942,2.045,11.164,-0.028,-0.038,-10.165
Average,ATVI,2.942,2.045,11.164,-0.028,-0.038,-10.165
2007-01-01_2008-01-01,AMZN,8.812,6.055,14.206,0.276,0.411,-12.936
2010-01-01_2011-01-01,AMZN,-4.294,-3.017,14.842,-0.332,-0.433,-20.329
Average,AMZN,2.259,1.519,14.524,-0.028,-0.011,-16.632
2012-01-01_2013-01-01,GWW,-0.333,-0.231,10.401,-0.255,-0.351,-15.078
Average,GWW,-0.333,-0.231,10.401,-0.255,-0.351,-15.078
2011-01-01_2012-01-01,MEE,15.095,15.095,18.352,1.286,2.693,-8.992
Average,MEE,15.095,15.095,18.352,1.286,2.693,-8.992
2021-01-01_2022-01-01,GM,25.980,17.494,15.547,0.924,1.356,-8.474
Average,GM,25.980,17.494,15.547,0.924,1.356,-8.474
2021-01-01_2022-01-01,GE,5.530,3.829,12.598,0.126,0.187,-6.101
Average,GE,5.530,3.829,12.598,0.126,0.187,-6.101
2017-01-01_2018-01-01,CFG,13.268,9.113,10.629,0.594,1.040,-5.805
Average,CFG,13.268,9.113,10.629,0.594,1.040,-5.805
2014-01-01_2015-01-01,MU,28.085,18.748,14.300,1.065,1.744,-10.483
2018-01-01_2019-01-01,MU,-5.863,-4.108,20.937,-0.237,-0.308,-25.440
Average,MU,11.111,7.320,17.619,0.414,0.718,-17.961
2014-01-01_2015-01-01,NFLX,25.464,17.056,13.456,1.016,1.874,-9.070
Average,NFLX,25.464,17.056,13.456,1.016,1.874,-9.070
2008-01-01_2009-01-01,DE,-8.940,-6.278,31.170,-0.145,-0.187,-38.699
Average,DE,-8.940,-6.278,31.170,-0.145,-0.187,-38.699
2012-01-01_2013-01-01,HAR,6.984,4.798,15.341,0.188,0.300,-19.500
Average,HAR,6.984,4.798,15.341,0.188,0.300,-19.500
