Period,ticker,annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
2007-01-01_2009-01-01,PII,-3.8253,6.48,-1.0246,-0.1463,-11.5602
2008-01-01_2010-01-01,PII,-7.8863,14.5385,-0.6507,-0.4124,-18.0737
2009-01-01_2011-01-01,PII,16.901,16.1364,0.6206,0.8269,-11.4389
2010-01-01_2012-01-01,PII,20.1972,21.0019,0.6143,0.8835,-18.6054
2011-01-01_2013-01-01,PII,-4.1586,12.8313,-0.5014,-0.3586,-14.7895
2012-01-01_2014-01-01,PII,8.2297,13.0951,0.2628,0.3227,-13.1752
2013-01-01_2015-01-01,PII,-1.8628,9.6763,-0.4962,-0.3155,-12.6268
2014-01-01_2016-01-01,PII,-5.7103,4.9961,-1.6632,-0.6567,-13.2137
2015-01-01_2017-01-01,PII,0.0,0.0,0.0,0.0,-0.0
2016-01-01_2018-01-01,PII,-3.6366,10.1679,-0.6139,-0.4086,-14.993
2017-01-01_2019-01-01,PII,-5.3496,11.6803,-0.6446,-0.2304,-15.3638
2018-01-01_2020-01-01,PII,-1.9118,4.6067,-1.1145,-0.2652,-5.5437
2019-01-01_2021-01-01,PII,-11.3126,9.2098,-1.4135,-0.6899,-22.0831
2020-01-01_2022-01-01,PII,11.2099,12.7323,0.4398,0.4064,-7.5551
2021-01-01_2023-01-01,PII,0.0,0.0,0.0,0.0,-0.0
2022-01-01_2024-01-01,PII,2.1642,6.0701,-0.2937,-0.061,-5.5154
Average,PII,1.3089,9.0243,-0.3302,-0.0392,-10.4142
2004-01-01_2006-01-01,CAT,3.3646,8.8227,-0.0751,0.0494,-8.2808
2005-01-01_2007-01-01,CAT,4.7123,9.7848,0.0458,0.1428,-9.9486
2006-01-01_2008-01-01,CAT,5.9754,6.9093,0.178,0.2176,-6.5781
2007-01-01_2009-01-01,CAT,0.5429,4.4769,-0.7014,-0.1931,-4.0099
2008-01-01_2010-01-01,CAT,-4.6779,11.2494,-0.6248,-0.4544,-12.38
2009-01-01_2011-01-01,CAT,11.4738,15.4563,0.3945,0.569,-15.6583
2010-01-01_2012-01-01,CAT,15.1405,10.3051,0.7917,1.1452,-8.2961
2011-01-01_2013-01-01,CAT,-1.8048,4.5598,-1.1071,-0.3645,-7.8396
2012-01-01_2014-01-01,CAT,0.9658,2.9817,-0.9538,-0.2429,-3.2312
2013-01-01_2015-01-01,CAT,1.5865,7.4995,-0.2875,-0.1179,-7.1138
2014-01-01_2016-01-01,CAT,0.0,0.0,0.0,0.0,-0.0
2015-01-01_2017-01-01,CAT,-2.2065,7.3921,-0.7096,-0.5795,-7.2357
2016-01-01_2018-01-01,CAT,13.768,10.7701,0.6713,1.1403,-15.7223
2017-01-01_2019-01-01,CAT,15.3929,7.3172,1.1103,1.2786,-5.8984
2018-01-01_2020-01-01,CAT,0.1613,4.368,-0.7903,-0.3845,-4.4191
2019-01-01_2021-01-01,CAT,1.0817,10.1824,-0.2324,-0.0962,-9.8473
2020-01-01_2022-01-01,CAT,8.5011,13.7559,0.27,0.405,-9.843
2021-01-01_2023-01-01,CAT,-0.5109,7.3103,-0.5279,-0.1406,-7.1819
2022-01-01_2024-01-01,CAT,4.7462,9.6687,0.0474,0.1788,-5.6586
Average,CAT,4.1165,8.0426,-0.1316,0.1344,-7.8496
2004-01-01_2006-01-01,NGS,49.6021,31.4057,1.0482,0.9164,-23.5517
2005-01-01_2007-01-01,NGS,11.2749,22.9398,0.3104,0.1166,-23.5179
2006-01-01_2008-01-01,NGS,5.3402,8.9954,0.0976,0.0948,-9.1518
2007-01-01_2009-01-01,NGS,-2.1422,21.7133,-0.1627,-0.0937,-19.5425
2008-01-01_2010-01-01,NGS,-0.1017,10.9832,-0.2959,-0.1059,-12.5657
2009-01-01_2011-01-01,NGS,4.9812,10.4341,0.0688,0.1188,-8.1804
2010-01-01_2012-01-01,NGS,-2.476,3.7398,-1.5058,-0.2555,-8.0621
2011-01-01_2013-01-01,NGS,-5.7751,8.4525,-0.9679,-0.4483,-15.2205
2012-01-01_2014-01-01,NGS,8.329,18.1562,0.2287,0.3385,-10.3908
2013-01-01_2015-01-01,NGS,-1.668,10.1116,-0.4559,-0.2209,-9.0254
2014-01-01_2016-01-01,NGS,0.0,0.0,0.0,0.0,-0.0
2015-01-01_2017-01-01,NGS,4.5446,13.9001,0.0514,0.091,-11.197
2016-01-01_2018-01-01,NGS,10.536,12.1789,0.4127,0.37,-6.1882
2017-01-01_2019-01-01,NGS,0.0,0.0,0.0,0.0,-0.0
2018-01-01_2020-01-01,NGS,0.0,0.0,0.0,0.0,-0.0
2019-01-01_2021-01-01,NGS,1.6311,10.475,-0.182,-0.0269,-11.4435
2020-01-01_2022-01-01,NGS,2.734,14.4061,-0.0439,0.0211,-14.0667
2021-01-01_2023-01-01,NGS,-8.2375,14.2524,-0.6858,-0.2585,-24.2662
2022-01-01_2024-01-01,NGS,1.1987,12.3927,-0.1681,-0.0345,-18.4246
Average,NGS,4.1985,11.8177,-0.1184,0.0328,-11.8313
2004-01-01_2006-01-01,CZFS,-3.4922,4.5992,-1.4021,-0.5023,-10.0285
2005-01-01_2007-01-01,CZFS,-2.3628,12.6291,-0.3921,-0.1543,-12.6469
2006-01-01_2008-01-01,CZFS,-2.0167,4.276,-1.224,-0.214,-7.331
2007-01-01_2009-01-01,CZFS,-2.0166,7.5029,-0.6763,-0.108,-12.0804
2008-01-01_2010-01-01,CZFS,-16.2585,13.5933,-1.2674,-0.3843,-28.578
2009-01-01_2011-01-01,CZFS,0.9405,17.7821,-0.0911,-0.0136,-15.7081
2010-01-01_2012-01-01,CZFS,3.7357,11.5269,-0.0141,0.0279,-8.4295
2011-01-01_2013-01-01,CZFS,-2.1608,9.4595,-0.5354,-0.1847,-10.1054
2012-01-01_2014-01-01,CZFS,-4.4671,9.8005,-0.7109,-0.2874,-11.55
2013-01-01_2015-01-01,CZFS,-10.0049,9.5919,-1.2295,-0.265,-20.9594
2014-01-01_2016-01-01,CZFS,0.0,0.0,0.0,0.0,-0.0
2015-01-01_2017-01-01,CZFS,-2.4228,6.6413,-0.8236,-0.3396,-8.0311
2016-01-01_2018-01-01,CZFS,-5.396,9.0947,-0.8588,-0.367,-13.4849
2017-01-01_2019-01-01,CZFS,-4.4042,7.174,-0.9891,-0.449,-17.2157
2018-01-01_2020-01-01,CZFS,-5.5936,6.6632,-1.2203,-0.2548,-12.4292
2019-01-01_2021-01-01,CZFS,1.1161,7.0986,-0.3595,-0.0349,-6.848
2020-01-01_2022-01-01,CZFS,0.2935,7.1565,-0.4493,-0.1718,-6.2362
2021-01-01_2023-01-01,CZFS,3.7809,17.5105,0.0305,0.0725,-11.7861
2022-01-01_2024-01-01,CZFS,-5.6554,9.3128,-0.8603,-0.3282,-15.1142
Average,CZFS,-2.9676,9.0217,-0.6881,-0.2083,-12.0296
