Period,ticker,total_return (%),annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
Average,RTN,38.485,12.178,18.569,0.544,0.792,-23.941
2004-01-01_2006-01-01,AAPL,30.536,9.862,14.060,0.518,0.870,-8.878
Average,AAPL,30.536,9.862,14.060,0.518,0.870,-8.878
2004-01-01_2006-01-01,XOM,0.618,0.218,10.069,-0.225,-0.284,-17.536
Average,XOM,0.618,0.218,10.069,-0.225,-0.284,-17.536
2014-01-01_2016-01-01,HPQ,35.476,11.312,13.129,0.645,1.073,-13.456
Average,HPQ,35.476,11.312,13.129,0.645,1.073,-13.456
2019-01-01_2021-01-01,CXO,16.973,5.681,32.351,0.236,0.354,-48.748
Average,CXO,16.973,5.681,32.351,0.236,0.354,-48.748
2014-01-01_2016-01-01,FSLR,-22.824,-8.738,23.170,-0.404,-0.520,-51.180
Average,FSLR,-22.824,-8.738,23.170,-0.404,-0.520,-51.180
2019-01-01_2021-01-01,TJX,50.370,15.462,27.699,0.546,0.771,-40.839
Average,TJX,50.370,15.462,27.699,0.546,0.771,-40.839
2016-01-01_2018-01-01,SJM,6.311,2.193,11.116,-0.020,-0.017,-12.593
Average,SJM,6.311,2.193,11.116,-0.020,-0.017,-12.593
2022-01-01_2024-01-01,EOG,49.653,15.360,15.714,0.787,1.323,-10.227
Average,EOG,49.653,15.360,15.714,0.787,1.323,-10.227
2007-01-01_2009-01-01,TRV,38.475,12.175,15.848,0.608,0.897,-16.892
2021-01-01_2023-01-01,TRV,15.627,5.281,10.076,0.259,0.388,-9.573
Average,TRV,27.051,8.728,12.962,0.433,0.642,-13.233
2005-01-01_2007-01-01,LNC,11.966,4.087,6.359,0.185,0.277,-8.620
Average,LNC,11.966,4.087,6.359,0.185,0.277,-8.620
2013-01-01_2015-01-01,AMP,17.160,5.749,9.376,0.318,0.486,-12.377
Average,AMP,17.160,5.749,9.376,0.318,0.486,-12.377
2005-01-01_2007-01-01,MERQ,29.531,10.501,13.937,0.563,0.937,-14.487
Average,MERQ,29.531,10.501,13.937,0.563,0.937,-14.487
2007-01-01_2009-01-01,CPB,11.501,3.917,16.886,0.132,0.190,-28.052
Average,CPB,11.501,3.917,16.886,0.132,0.190,-28.052
2017-01-01_2019-01-01,SYK,19.875,6.617,8.757,0.427,0.622,-8.969
Average,SYK,19.875,6.617,8.757,0.427,0.622,-8.969
2015-01-01_2017-01-01,AIV,15.974,5.370,12.419,0.238,0.319,-15.554
Average,AIV,15.974,5.370,12.419,0.238,0.319,-15.554
2022-01-01_2024-01-01,LKQ,-2.523,-0.902,13.797,-0.213,-0.286,-17.034
Average,LKQ,-2.523,-0.902,13.797,-0.213,-0.286,-17.034
2006-01-01_2008-01-01,ASN,-4.523,-1.867,10.716,-0.400,-0.547,-20.199
Average,ASN,-4.523,-1.867,10.716,-0.400,-0.547,-20.199
2011-01-01_2013-01-01,UNH,15.422,5.192,13.497,0.217,0.310,-16.464
Average,UNH,15.422,5.192,13.497,0.217,0.310,-16.464
2006-01-01_2008-01-01,RDC,19.628,6.539,16.556,0.280,0.406,-17.476
Average,RDC,19.628,6.539,16.556,0.280,0.406,-17.476
2022-01-01_2024-01-01,HSY,10.881,3.729,9.248,0.114,0.181,-12.671
Average,HSY,10.881,3.729,9.248,0.114,0.181,-12.671
Average,All,17.227,5.119,16.113,0.232,0.425,-21.535
