Period,ticker,total_return (%),annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
2022-10-06_2023-04-10,MSFT,21.128,30.396,28.271,0.974,1.499,-14.165
Average,MSFT,21.128,30.396,28.271,0.974,1.499,-14.165
2022-10-06_2023-04-10,AMZN,-13.250,-17.866,35.624,-0.460,-0.682,-31.546
Average,AMZN,-13.250,-17.866,35.624,-0.460,-0.682,-31.546
2022-10-06_2023-04-10,TSLA,-20.481,-27.190,55.908,-0.342,-0.467,-52.727
Average,TSLA,-20.481,-27.190,55.908,-0.342,-0.467,-52.727
2022-10-06_2023-04-10,NFLX,43.079,64.215,41.523,1.326,2.315,-20.184
Average,NFLX,43.079,64.215,41.523,1.326,2.315,-20.184
Average,All,7.619,12.389,40.332,0.375,0.666,-29.655
