Period,ticker,annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
2015-01-01_2017-01-01,NTWK,9.013,40.161,0.3299,0.5241,-39.8097
2016-01-01_2018-01-01,NTWK,-14.3827,32.0473,-0.4162,-0.4849,-58.5744
2017-01-01_2019-01-01,NTWK,5.0477,35.5733,0.2337,0.2646,-49.4777
2018-01-01_2020-01-01,NTWK,-5.1131,39.5924,-0.0077,-0.0097,-65.9016
2019-01-01_2021-01-01,NTWK,-15.8272,51.1798,-0.1368,-0.1616,-74.8132
2020-01-01_2022-01-01,NTWK,-0.8997,57.0609,0.2133,0.2845,-54.0892
2021-01-01_2023-01-01,NTWK,-13.5582,46.3233,-0.1531,-0.227,-48.7578
2022-01-01_2024-01-01,NTWK,-20.1308,39.1208,-0.4496,-0.4917,-59.1409
Average,NTWK,-6.9091,53.6202,0.0311,0.0631,-65.0377
2004-01-01_2006-01-01,ANIK,9.3926,56.1187,0.3832,0.5161,-53.8457
2005-01-01_2007-01-01,ANIK,16.1668,45.8314,0.4844,0.7109,-43.988
2006-01-01_2008-01-01,ANIK,8.4727,40.8039,0.3282,0.4344,-39.7514
2007-01-01_2009-01-01,ANIK,-39.4647,50.2879,-0.8041,-0.9712,-86.0399
2008-01-01_2010-01-01,ANIK,-20.9207,61.3766,-0.137,-0.1958,-79.7766
2009-01-01_2011-01-01,ANIK,30.349,50.6355,0.7012,1.1051,-45.0549
2010-01-01_2012-01-01,ANIK,9.608,42.2339,0.3526,0.4562,-52.0474
2011-01-01_2013-01-01,ANIK,14.72,49.9294,0.4601,0.5427,-52.2827
2012-01-01_2014-01-01,ANIK,63.0587,46.8572,1.2122,1.3974,-46.0568
2013-01-01_2015-01-01,ANIK,57.264,45.0731,1.1568,1.5033,-30.1663
2014-01-01_2016-01-01,ANIK,3.7115,38.455,0.2036,0.2471,-37.8201
2015-01-01_2017-01-01,ANIK,7.502,27.1464,0.2936,0.3389,-30.6147
2016-01-01_2018-01-01,ANIK,12.8943,22.259,0.5228,0.6255,-23.2836
2017-01-01_2019-01-01,ANIK,-12.8299,37.8119,-0.2259,-0.171,-57.8552
2018-01-01_2020-01-01,ANIK,-1.8105,48.6246,0.1525,0.1439,-57.7291
2019-01-01_2021-01-01,ANIK,9.8263,49.49,0.3669,0.4542,-69.4688
2020-01-01_2022-01-01,ANIK,-11.8098,42.1994,-0.1544,-0.1749,-57.9519
2021-01-01_2023-01-01,ANIK,-11.6296,33.0972,-0.2962,-0.347,-57.0407
2022-01-01_2024-01-01,ANIK,-15.2387,32.3114,-0.4404,-0.503,-53.3928
Average,ANIK,6.8033,43.1864,0.24,0.3217,-51.2719
2004-01-01_2006-01-01,LYG,5.4102,14.3504,0.2325,0.3084,-16.4421
2005-01-01_2007-01-01,LYG,11.8966,14.3755,0.6475,0.9875,-16.4156
2006-01-01_2008-01-01,LYG,6.8463,18.9833,0.2876,0.3549,-21.6797
2007-01-01_2009-01-01,LYG,-41.8691,50.7875,-0.8691,-0.9496,-82.3882
2008-01-01_2010-01-01,LYG,-45.9206,94.3985,-0.1953,-0.2175,-93.4596
2009-01-01_2011-01-01,LYG,-2.5087,85.7549,0.3799,0.3911,-71.8593
2010-01-01_2012-01-01,LYG,-24.5057,45.5779,-0.4526,-0.5562,-72.2216
2011-01-01_2013-01-01,LYG,-8.7443,43.2412,-0.0633,-0.0809,-69.3509
2012-01-01_2014-01-01,LYG,49.8335,30.5925,1.3776,2.0812,-34.7456
2013-01-01_2015-01-01,LYG,13.0055,22.0794,0.5297,0.7444,-20.4416
2014-01-01_2016-01-01,LYG,-5.642,20.0195,-0.338,-0.4391,-24.7543
2015-01-01_2017-01-01,LYG,-10.3777,31.1781,-0.2848,-0.2671,-52.1901
2016-01-01_2018-01-01,LYG,-1.4014,30.4066,0.0144,0.0117,-41.6774
2017-01-01_2019-01-01,LYG,-4.3301,17.6739,-0.3295,-0.4161,-37.7014
2018-01-01_2020-01-01,LYG,-0.551,22.3438,-0.0468,-0.0697,-38.3047
2019-01-01_2021-01-01,LYG,-6.9409,41.7112,-0.0349,-0.0414,-66.7698
2020-01-01_2022-01-01,LYG,-7.1126,40.4796,-0.0522,-0.0608,-63.0488
2021-01-01_2023-01-01,LYG,8.9556,30.6614,0.3367,0.4169,-40.166
2022-01-01_2024-01-01,LYG,-2.2137,29.2062,-0.0318,-0.0413,-40.1654
Average,LYG,-3.4826,35.9906,0.0583,0.1135,-47.5675
2004-01-01_2006-01-01,FELE,10.7085,29.1911,0.3924,0.498,-20.5862
2005-01-01_2007-01-01,FELE,8.2486,28.9625,0.3139,0.4762,-25.7903
2006-01-01_2008-01-01,FELE,-1.8125,28.9662,-0.023,-0.0358,-40.7113
2007-01-01_2009-01-01,FELE,-17.4521,37.2566,-0.4085,-0.518,-49.5379
2008-01-01_2010-01-01,FELE,-7.0912,44.8506,-0.0072,-0.0105,-64.4386
2009-01-01_2011-01-01,FELE,12.8628,37.204,0.4299,0.5582,-41.2067
2010-01-01_2012-01-01,FELE,16.0314,33.2998,0.5226,0.7129,-33.5853
2011-01-01_2013-01-01,FELE,16.8027,30.4366,0.5636,0.7641,-33.5229
2012-01-01_2014-01-01,FELE,27.2996,21.0399,1.1118,1.5312,-13.2479
2013-01-01_2015-01-01,FELE,6.6656,20.6857,0.2719,0.3405,-24.6591
2014-01-01_2016-01-01,FELE,-14.8754,23.7916,-0.6847,-0.9698,-38.2543
2015-01-01_2017-01-01,FELE,2.4565,26.2804,0.1089,0.1554,-38.7563
2016-01-01_2018-01-01,FELE,22.8608,24.7441,0.8362,1.0766,-17.9869
2017-01-01_2019-01-01,FELE,3.1194,23.8445,0.1244,0.1392,-22.3634
2018-01-01_2020-01-01,FELE,9.5262,23.5999,0.379,0.3984,-22.3882
2019-01-01_2021-01-01,FELE,18.6606,34.5472,0.5814,0.6481,-31.9683
2020-01-01_2022-01-01,FELE,19.2724,33.8535,0.6012,0.712,-31.5782
2021-01-01_2023-01-01,FELE,6.2751,24.152,0.2516,0.2829,-29.1705
2022-01-01_2024-01-01,FELE,2.219,23.3611,0.0853,0.0947,-26.6408
Average,FELE,7.462,28.9509,0.2869,0.3608,-31.9154
2004-01-01_2006-01-01,HLX,45.4027,29.102,1.3301,1.8395,-17.069
2005-01-01_2007-01-01,HLX,16.8642,34.4414,0.5379,0.7452,-36.0161
2006-01-01_2008-01-01,HLX,1.7056,31.2022,0.1149,0.149,-36.3678
2007-01-01_2009-01-01,HLX,-38.6932,60.5785,-0.5253,-0.4719,-91.412
2008-01-01_2010-01-01,HLX,-35.1177,72.9882,-0.252,-0.2715,-92.6401
2009-01-01_2011-01-01,HLX,18.1701,55.8784,0.5209,0.7053,-65.9412
2010-01-01_2012-01-01,HLX,6.967,48.0135,0.3177,0.4292,-48.3975
2011-01-01_2013-01-01,HLX,20.6648,41.5172,0.5879,0.7593,-42.3352
2012-01-01_2014-01-01,HLX,12.2463,27.7321,0.4486,0.5715,-27.2
2013-01-01_2015-01-01,HLX,0.8331,26.9251,0.0557,0.0644,-27.7625
2014-01-01_2016-01-01,HLX,-39.7279,44.7797,-0.974,-1.2172,-83.1827
2015-01-01_2017-01-01,HLX,-26.5562,62.7317,-0.2302,-0.326,-87.6007
2016-01-01_2018-01-01,HLX,12.4846,58.4331,0.4388,0.5979,-58.154
2017-01-01_2019-01-01,HLX,-18.3059,42.5468,-0.3324,-0.4381,-51.6666
2018-01-01_2020-01-01,HLX,5.7893,39.7652,0.2656,0.3406,-51.6678
2019-01-01_2021-01-01,HLX,-10.0255,83.4141,0.2664,0.2873,-89.8182
2020-01-01_2022-01-01,HLX,-31.6056,84.9189,-0.0464,-0.0538,-88.8343
2021-01-01_2023-01-01,HLX,21.309,54.1819,0.5699,0.8607,-62.3869
2022-01-01_2024-01-01,HLX,44.3001,44.3384,0.9793,1.4005,-52.2441
Average,HLX,0.3529,49.6573,0.2144,0.3143,-58.4577
2004-01-01_2006-01-01,SBR,24.0349,23.9329,0.897,0.9118,-19.9934
2005-01-01_2007-01-01,SBR,13.3066,24.299,0.5149,0.5262,-22.9343
2006-01-01_2008-01-01,SBR,3.6436,20.9601,0.1354,0.1362,-28.4732
2007-01-01_2009-01-01,SBR,7.3264,32.7696,0.2892,0.3139,-43.1034
2008-01-01_2010-01-01,SBR,1.7911,36.9227,0.1532,0.166,-55.3234
2009-01-01_2011-01-01,SBR,19.5861,25.1065,0.7215,0.7267,-33.494
2010-01-01_2012-01-01,SBR,21.5804,20.3681,0.9165,0.9813,-21.2573
2011-01-01_2013-01-01,SBR,-9.6409,19.3341,-0.5806,-0.6807,-37.1524
2012-01-01_2014-01-01,SBR,-2.9831,17.2744,-0.2605,-0.3254,-37.2058
2013-01-01_2015-01-01,SBR,-0.5497,20.1003,-0.074,-0.0798,-41.0642
2014-01-01_2016-01-01,SBR,-15.8519,26.4894,-0.6308,-0.7386,-54.4958
2015-01-01_2017-01-01,SBR,3.6908,26.6718,0.1575,0.2024,-39.7941
2016-01-01_2018-01-01,SBR,25.6848,23.2173,0.973,1.2565,-15.6596
2017-01-01_2019-01-01,SBR,5.765,20.8859,0.2309,0.2856,-32.322
2018-01-01_2020-01-01,SBR,0.3444,21.7284,-0.0122,-0.0185,-32.6485
2019-01-01_2021-01-01,SBR,-6.7192,30.9318,-0.1653,-0.1871,-50.6653
2020-01-01_2022-01-01,SBR,6.2191,30.656,0.2541,0.2826,-41.0189
2021-01-01_2023-01-01,SBR,56.5184,31.7899,1.4765,1.6873,-34.4867
2022-01-01_2024-01-01,SBR,24.0692,32.7053,0.7331,0.8811,-33.1672
Average,SBR,9.3587,25.5865,0.3015,0.333,-35.4873
2004-01-01_2006-01-01,MSFT,1.7007,13.0306,-0.033,-0.0539,-16.1066
2005-01-01_2007-01-01,MSFT,4.7258,14.8402,0.1867,0.1946,-23.0541
2006-01-01_2008-01-01,MSFT,11.4195,18.0274,0.5261,0.586,-22.972
2007-01-01_2009-01-01,MSFT,-12.6184,31.4062,-0.3688,-0.4638,-51.4442
2008-01-01_2010-01-01,MSFT,-3.5064,36.0142,-0.0029,-0.0049,-56.071
2009-01-01_2011-01-01,MSFT,14.3509,24.4821,0.5494,0.6171,-25.7272
2010-01-01_2012-01-01,MSFT,-4.2689,18.8233,-0.2949,-0.3725,-26.2808
2011-01-01_2013-01-01,MSFT,0.3067,18.3545,-0.0531,-0.0743,-17.9742
2012-01-01_2014-01-01,MSFT,13.6376,18.9302,0.6141,0.7212,-17.9826
2013-01-01_2015-01-01,MSFT,23.5653,18.2611,1.0889,1.2113,-13.492
2014-01-01_2016-01-01,MSFT,17.3509,19.9583,0.7526,0.9282,-18.0276
2015-01-01_2017-01-01,MSFT,12.4768,21.2328,0.52,0.6095,-16.5607
2016-01-01_2018-01-01,MSFT,18.893,15.7199,0.9913,1.1247,-13.4494
2017-01-01_2019-01-01,MSFT,19.9293,18.7164,0.9064,0.999,-18.2098
2018-01-01_2020-01-01,MSFT,23.7715,20.1747,1.0114,1.1555,-18.1421
2019-01-01_2021-01-01,MSFT,32.6729,28.1328,1.041,1.086,-27.89
2020-01-01_2022-01-01,MSFT,30.2292,28.2413,0.9722,1.05,-27.6805
2021-01-01_2023-01-01,MSFT,4.1203,24.1605,0.1653,0.2026,-37.089
2022-01-01_2024-01-01,MSFT,4.7638,25.4308,0.1934,0.251,-35.5035
Average,MSFT,11.2379,21.7862,0.4614,0.5141,-25.4556
2004-01-01_2006-01-01,TKO,6.5114,26.1656,0.258,0.3257,-32.7547
2005-01-01_2007-01-01,TKO,15.3745,22.3549,0.6171,1.0195,-21.691
2006-01-01_2008-01-01,TKO,4.0692,20.812,0.1522,0.2169,-23.626
2007-01-01_2009-01-01,TKO,-7.3589,31.5305,-0.1778,-0.1983,-50.4359
2008-01-01_2010-01-01,TKO,9.6258,35.5872,0.3533,0.4187,-50.6946
2009-01-01_2011-01-01,TKO,16.8302,25.8489,0.6158,0.8013,-26.1295
2010-01-01_2012-01-01,TKO,-11.6751,24.4466,-0.5063,-0.5932,-47.9196
2011-01-01_2013-01-01,TKO,-15.2061,25.934,-0.6216,-0.8401,-42.7307
2012-01-01_2014-01-01,TKO,25.9495,21.9752,1.0235,1.4996,-22.1143
2013-01-01_2015-01-01,TKO,19.0579,40.4716,0.5953,0.4539,-65.4822
2014-01-01_2016-01-01,TKO,6.0653,49.7243,0.3342,0.2984,-67.0078
2015-01-01_2017-01-01,TKO,18.1231,37.3683,0.5506,0.6841,-35.3827
2016-01-01_2018-01-01,TKO,24.4132,25.0547,0.8778,1.1846,-19.8915
2017-01-01_2019-01-01,TKO,62.6837,29.1181,1.7133,2.3809,-36.1806
2018-01-01_2020-01-01,TKO,29.752,33.0757,0.8639,0.9578,-46.2272
2019-01-01_2021-01-01,TKO,-13.0194,38.2742,-0.2432,-0.223,-68.6145
2020-01-01_2022-01-01,TKO,-7.5756,36.4,-0.1102,-0.107,-53.3721
2021-01-01_2023-01-01,TKO,14.5798,25.6799,0.5428,0.6791,-26.936
2022-01-01_2024-01-01,TKO,20.6891,28.2264,0.7024,0.78,-34.7691
Average,TKO,11.5205,30.4236,0.3969,0.5126,-40.6295
2004-01-01_2006-01-01,ENTG,-9.8396,31.8701,-0.2583,-0.3261,-47.3687
2005-01-01_2007-01-01,ENTG,5.6187,27.5259,0.2286,0.2952,-28.701
2006-01-01_2008-01-01,ENTG,-6.3464,29.5929,-0.1735,-0.205,-33.1959
2007-01-01_2009-01-01,ENTG,-42.3146,53.1522,-0.8245,-0.9366,-90.6772
2008-01-01_2010-01-01,ENTG,-14.2173,81.8201,0.1766,0.2349,-93.3485
2009-01-01_2011-01-01,ENTG,50.9231,72.6594,0.8802,1.1831,-75.9686
2010-01-01_2012-01-01,ENTG,18.2262,48.936,0.523,0.7366,-44.0159
2011-01-01_2013-01-01,ENTG,7.6319,36.6339,0.3013,0.4259,-41.3156
2012-01-01_2014-01-01,ENTG,10.5356,22.4768,0.426,0.5727,-24.3201
2013-01-01_2015-01-01,ENTG,12.1683,21.4497,0.5043,0.6122,-23.3165
2014-01-01_2016-01-01,ENTG,5.2225,22.8286,0.2066,0.2632,-23.4656
2015-01-01_2017-01-01,ENTG,11.5899,23.1765,0.4603,0.625,-29.2504
2016-01-01_2018-01-01,ENTG,35.7349,24.3049,1.2569,1.5563,-17.4844
2017-01-01_2019-01-01,ENTG,16.6219,28.4538,0.5795,0.6452,-36.7901
2018-01-01_2020-01-01,ENTG,17.9144,28.6036,0.6163,0.7158,-36.7363
2019-01-01_2021-01-01,ENTG,51.1584,34.9187,1.2731,1.4603,-32.8775
2020-01-01_2022-01-01,ENTG,41.9536,37.8457,1.0365,1.233,-32.7876
2021-01-01_2023-01-01,ENTG,-11.8962,41.9925,-0.1596,-0.1844,-59.26
2022-01-01_2024-01-01,ENTG,-4.5661,44.2463,0.0489,0.0596,-55.272
Average,ENTG,10.3221,37.4993,0.3738,0.4719,-43.4817
2004-01-01_2006-01-01,INO,-20.7968,49.133,-0.2977,-0.4515,-68.6633
2005-01-01_2007-01-01,INO,-2.1279,45.0268,0.1104,0.1468,-60.2638
2006-01-01_2008-01-01,INO,-28.7747,54.5997,-0.3913,-0.3963,-79.5995
2007-01-01_2009-01-01,INO,-46.5148,94.3977,-0.2352,-0.273,-95.669
2008-01-01_2010-01-01,INO,5.7358,227.5801,0.5999,1.42,-88.9505
2009-01-01_2011-01-01,INO,31.6058,212.7699,0.6008,1.7437,-75.4698
2010-01-01_2012-01-01,INO,-28.8096,48.5566,-0.5211,-0.7874,-75.1482
2011-01-01_2013-01-01,INO,-25.1965,53.7171,-0.3306,-0.5126,-75.1508
2012-01-01_2014-01-01,INO,90.5692,77.0517,1.1665,1.6833,-57.6656
2013-01-01_2015-01-01,INO,67.165,77.1905,0.9971,1.3714,-57.6651
2014-01-01_2016-01-01,INO,-16.7264,54.4942,-0.1223,-0.164,-62.8023
2015-01-01_2017-01-01,INO,-9.6134,51.4576,-0.0001,-0.0011,-53.479
2016-01-01_2018-01-01,INO,-13.1397,47.2574,-0.1245,-0.1471,-63.3333
2017-01-01_2019-01-01,INO,-17.6229,45.0081,-0.2745,-0.3434,-55.0223
2018-01-01_2020-01-01,INO,-10.0758,51.9905,-0.0075,-0.0113,-66.9809
2019-01-01_2021-01-01,INO,29.2156,113.4208,0.733,0.9988,-73.1519
2020-01-01_2022-01-01,INO,17.3463,114.7678,0.6556,0.8914,-83.9599
2021-01-01_2023-01-01,INO,-45.7084,71.3403,-0.5406,-0.7064,-91.4752
2022-01-01_2024-01-01,INO,-53.5917,69.827,-0.7993,-1.2493,-92.0908
Average,INO,-4.0558,82.0835,0.0641,0.169,-72.4495
2004-01-01_2006-01-01,MAS,6.6795,17.1501,0.2909,0.3067,-26.5267
2005-01-01_2007-01-01,MAS,-5.0296,18.4735,-0.3465,-0.3754,-28.8415
2006-01-01_2008-01-01,MAS,-9.9283,22.8501,-0.4731,-0.5832,-36.5526
2007-01-01_2009-01-01,MAS,-26.3465,39.6967,-0.6463,-0.7988,-76.1449
2008-01-01_2010-01-01,MAS,-9.4645,54.6789,0.0351,0.047,-82.5216
2009-01-01_2011-01-01,MAS,6.6142,50.2484,0.3179,0.4044,-67.7673
2010-01-01_2012-01-01,MAS,-8.3719,37.6843,-0.1211,-0.1426,-60.868
2011-01-01_2013-01-01,MAS,11.35,37.2175,0.3963,0.4735,-52.6208
2012-01-01_2014-01-01,MAS,30.4878,32.0921,0.8978,1.1154,-19.3479
2013-01-01_2015-01-01,MAS,14.718,24.6744,0.5593,0.6971,-18.2017
2014-01-01_2016-01-01,MAS,13.6783,20.9887,0.5744,0.7087,-16.7475
2015-01-01_2017-01-01,MAS,14.6297,22.1791,0.593,0.6958,-22.724
2016-01-01_2018-01-01,MAS,18.7144,18.8342,0.8484,0.916,-19.7425
2017-01-01_2019-01-01,MAS,-3.182,18.6517,-0.2383,-0.2594,-40.0474
2018-01-01_2020-01-01,MAS,4.3278,22.1626,0.1685,0.1901,-39.8289
2019-01-01_2021-01-01,MAS,25.1188,29.0373,0.8147,0.906,-44.6236
2020-01-01_2022-01-01,MAS,15.2694,27.4311,0.5471,0.6033,-44.108
2021-01-01_2023-01-01,MAS,-3.2563,24.5893,-0.1325,-0.1703,-37.7049
2022-01-01_2024-01-01,MAS,0.0362,26.3022,0.0196,0.025,-37.3637
Average,MAS,5.055,28.6812,0.2161,0.2505,-40.6465
2004-01-01_2006-01-01,TTI,19.7848,30.9109,0.6423,0.8601,-23.7967
2005-01-01_2007-01-01,TTI,43.3844,35.4392,1.1106,1.4465,-30.7322
2006-01-01_2008-01-01,TTI,-2.251,37.4906,0.0542,0.0532,-52.7726
2007-01-01_2009-01-01,TTI,-41.1627,58.7916,-0.6485,-0.6246,-88.7925
2008-01-01_2010-01-01,TTI,-12.5686,77.7326,0.1815,0.2052,-91.6655
2009-01-01_2011-01-01,TTI,34.5094,63.2434,0.7386,0.8818,-63.9564
2010-01-01_2012-01-01,TTI,-7.49,48.6227,0.0222,0.0261,-55.2823
2011-01-01_2013-01-01,TTI,-13.015,44.2864,-0.1611,-0.2157,-66.2005
2012-01-01_2014-01-01,TTI,8.1158,33.6949,0.3114,0.4235,-48.8234
2013-01-01_2015-01-01,TTI,-5.7753,35.4888,-0.0726,-0.0825,-61.4955
2014-01-01_2016-01-01,TTI,-15.4171,48.0082,-0.1784,-0.2501,-64.3167
2015-01-01_2017-01-01,TTI,-7.5178,52.5169,0.0518,0.0701,-49.5209
2016-01-01_2018-01-01,TTI,-14.3891,47.9678,-0.1446,-0.1786,-71.675
2017-01-01_2019-01-01,TTI,-31.2461,44.8721,-0.6773,-0.9225,-73.2408
2018-01-01_2020-01-01,TTI,-24.807,49.7605,-0.3849,-0.5515,-76.3773
2019-01-01_2021-01-01,TTI,-21.1014,75.0959,0.0195,0.0246,-86.7847
2020-01-01_2022-01-01,TTI,12.6219,94.4061,0.5543,0.7801,-87.7136
2021-01-01_2023-01-01,TTI,53.3125,63.3905,0.9366,1.491,-44.5976
2022-01-01_2024-01-01,TTI,14.0709,51.3093,0.4553,0.5884,-56.7188
Average,TTI,-0.5759,52.2646,0.1479,0.2118,-62.8665
2004-01-01_2006-01-01,CLS,-11.4543,32.6106,-0.2994,-0.3229,-55.2988
2005-01-01_2007-01-01,CLS,-17.2013,31.002,-0.5484,-0.5711,-47.4783
2006-01-01_2008-01-01,CLS,-19.4868,31.9847,-0.6066,-0.61,-54.8695
2007-01-01_2009-01-01,CLS,-16.0117,53.6367,-0.1173,-0.1423,-66.0841
2008-01-01_2010-01-01,CLS,19.6824,58.9175,0.5408,0.7802,-72.5141
2009-01-01_2011-01-01,CLS,28.6265,39.4712,0.7579,1.0677,-45.8314
2010-01-01_2012-01-01,CLS,-9.5953,32.4651,-0.2395,-0.3046,-41.9993
2011-01-01_2013-01-01,CLS,-5.6745,31.5503,-0.1215,-0.1568,-43.3297
2012-01-01_2014-01-01,CLS,11.3388,24.8862,0.4365,0.6012,-33.8196
2013-01-01_2015-01-01,CLS,12.303,21.1608,0.5139,0.6895,-27.37
2014-01-01_2016-01-01,CLS,2.1258,22.0809,0.0735,0.0739,-27.2847
2015-01-01_2017-01-01,CLS,0.3384,26.5986,0.0371,0.0347,-38.362
2016-01-01_2018-01-01,CLS,-1.4032,25.2761,-0.0457,-0.0491,-32.0062
2017-01-01_2019-01-01,CLS,-10.8236,20.8634,-0.586,-0.6169,-40.9166
2018-01-01_2020-01-01,CLS,-9.2929,26.245,-0.3481,-0.3061,-50.4762
2019-01-01_2021-01-01,CLS,-2.7474,45.1487,0.107,0.0966,-70.853
2020-01-01_2022-01-01,CLS,10.821,45.9577,0.3929,0.4089,-68.3602
2021-01-01_2023-01-01,CLS,13.2784,34.9509,0.4427,0.6942,-35.3982
2022-01-01_2024-01-01,CLS,39.5912,34.7738,1.0456,1.5256,-35.5617
Average,CLS,1.8113,33.6621,0.0755,0.1523,-46.727
2004-01-01_2006-01-01,CLB,31.8383,28.0423,1.0203,1.2874,-19.1129
2005-01-01_2007-01-01,CLB,55.3204,33.479,1.3934,1.9138,-29.223
2006-01-01_2008-01-01,CLB,50.1809,33.1448,1.3025,1.7919,-29.2126
2007-01-01_2009-01-01,CLB,-7.9543,41.6003,-0.0621,-0.0703,-65.0978
2008-01-01_2010-01-01,CLB,-1.0666,42.8181,0.1203,0.1355,-63.6901
2009-01-01_2011-01-01,CLB,44.2513,25.5105,1.4485,1.7765,-17.676
2010-01-01_2012-01-01,CLB,24.117,24.565,0.8821,1.0608,-26.37
2011-01-01_2013-01-01,CLB,8.28,26.5002,0.3229,0.3485,-31.1117
2012-01-01_2014-01-01,CLB,19.8657,24.0263,0.7526,0.8253,-31.0724
2013-01-01_2015-01-01,CLB,3.2334,24.656,0.1334,0.1336,-48.6501
2014-01-01_2016-01-01,CLB,-16.2455,31.4141,-0.5001,-0.5455,-58.223
2015-01-01_2017-01-01,CLB,2.0557,33.03,0.1366,0.1763,-31.3185
2016-01-01_2018-01-01,CLB,2.1515,27.1319,0.1048,0.1291,-32.8238
2017-01-01_2019-01-01,CLB,-21.3903,25.7396,-0.9199,-1.0192,-55.7181
2018-01-01_2020-01-01,CLB,-30.6852,34.2537,-0.98,-0.9884,-70.4887
2019-01-01_2021-01-01,CLB,-23.9226,61.695,-0.1607,-0.1594,-88.04
2020-01-01_2022-01-01,CLB,-16.3566,60.7322,-0.0211,-0.023,-77.8544
2021-01-01_2023-01-01,CLB,-14.2268,47.7347,-0.1455,-0.1973,-72.2886
2022-01-01_2024-01-01,CLB,-11.7161,45.618,-0.1116,-0.1558,-60.9203
Average,CLB,5.1437,35.3522,0.2482,0.3379,-47.8364
2004-01-01_2006-01-01,UTHR,45.464,35.417,1.144,1.8534,-18.1788
2005-01-01_2007-01-01,UTHR,9.2261,30.5093,0.3394,0.461,-38.2193
2006-01-01_2008-01-01,UTHR,13.2867,33.2947,0.4377,0.7094,-32.6392
2007-01-01_2009-01-01,UTHR,5.6405,42.3128,0.2754,0.2879,-57.5704
2008-01-01_2010-01-01,UTHR,2.1365,39.13,0.1908,0.1715,-57.7137
2009-01-01_2011-01-01,UTHR,27.3965,27.4442,0.9111,1.103,-24.2785
2010-01-01_2012-01-01,UTHR,-3.9852,26.0974,-0.1357,-0.137,-46.7818
2011-01-01_2013-01-01,UTHR,-7.1989,26.3425,-0.2596,-0.2439,-47.2136
2012-01-01_2014-01-01,UTHR,34.7209,28.5527,1.0757,1.4809,-23.5884
2013-01-01_2015-01-01,UTHR,35.5987,33.8249,0.9682,1.7303,-24.7092
2014-01-01_2016-01-01,UTHR,12.5546,32.5602,0.4282,0.6152,-36.5677
2015-01-01_2017-01-01,UTHR,4.3116,30.0743,0.1927,0.2251,-47.5916
2016-01-01_2018-01-01,UTHR,-0.2238,28.8681,0.0356,0.0354,-33.6895
2017-01-01_2019-01-01,UTHR,-9.8679,28.6134,-0.3219,-0.3392,-39.9302
2018-01-01_2020-01-01,UTHR,-16.9239,27.0684,-0.658,-0.7633,-50.1757
2019-01-01_2021-01-01,UTHR,11.9411,27.8226,0.4387,0.5053,-39.7585
2020-01-01_2022-01-01,UTHR,36.7995,30.7322,1.0757,1.4034,-30.887
2021-01-01_2023-01-01,UTHR,22.8023,28.7001,0.7538,1.0451,-23.0878
2022-01-01_2024-01-01,UTHR,1.5003,25.1221,0.0671,0.076,-26.8001
Average,UTHR,11.8516,30.6572,0.3663,0.5379,-36.8095
2004-01-01_2006-01-01,MSA,12.3343,33.9216,0.4249,0.4979,-32.7141
2005-01-01_2007-01-01,MSA,-7.7116,25.636,-0.2993,-0.3059,-31.7444
2006-01-01_2008-01-01,MSA,12.7817,24.8615,0.4872,0.5934,-20.0545
2007-01-01_2009-01-01,MSA,-12.8461,38.3812,-0.2404,-0.2471,-63.1109
2008-01-01_2010-01-01,MSA,-17.085,41.3627,-0.3142,-0.3526,-65.6605
2009-01-01_2011-01-01,MSA,12.282,30.2049,0.4359,0.5684,-33.0196
2010-01-01_2012-01-01,MSA,10.0526,33.3939,0.3646,0.4349,-37.1515
2011-01-01_2013-01-01,MSA,14.2068,33.3891,0.4755,0.5771,-37.1824
2012-01-01_2014-01-01,MSA,17.8317,21.2831,0.7381,0.9301,-22.2682
2013-01-01_2015-01-01,MSA,8.8933,21.8376,0.3635,0.4415,-22.0571
2014-01-01_2016-01-01,MSA,-3.4224,25.146,-0.132,-0.1872,-34.2038
2015-01-01_2017-01-01,MSA,12.1389,25.4665,0.4594,0.6574,-25.9964
2016-01-01_2018-01-01,MSA,25.0076,22.332,0.9781,1.3433,-20.6426
2017-01-01_2019-01-01,MSA,12.325,22.4027,0.4978,0.6036,-20.6064
2018-01-01_2020-01-01,MSA,19.2191,20.3654,0.8194,0.9356,-19.7527
2019-01-01_2021-01-01,MSA,18.1165,32.4255,0.5835,0.5969,-38.3036
2020-01-01_2022-01-01,MSA,6.9007,32.5064,0.2758,0.2855,-37.9657
2021-01-01_2023-01-01,MSA,-0.1823,22.1272,-0.0323,-0.0462,-35.2287
2022-01-01_2024-01-01,MSA,5.2593,23.2164,0.2083,0.2702,-26.1343
Average,MSA,7.6896,27.9084,0.3207,0.3998,-32.8314
2004-01-01_2006-01-01,CPB,5.1388,12.8584,0.2236,0.282,-11.624
2005-01-01_2007-01-01,CPB,11.4039,11.1182,0.7607,1.0215,-8.4431
2006-01-01_2008-01-01,CPB,7.901,13.7218,0.4068,0.507,-17.172
2007-01-01_2009-01-01,CPB,-6.6208,21.7665,-0.3416,-0.381,-30.8243
2008-01-01_2010-01-01,CPB,1.2152,21.835,0.0293,0.0297,-36.3431
2009-01-01_2011-01-01,CPB,7.3139,14.2269,0.3593,0.4119,-19.6601
